id,source,pedon_id,order,lat,lon,latlon_q,horizon_number,horizon,horizon_type,depth2,depth1,depth,bulk_density,bd_method,cf,cf_method,cconc,cconc_method,mineral_d,ff_d,total_d,ccontent,total_c,ccontent_1m,total_c_1m,pedon_start
5641,"BEC (Meidinger and Pojar, 1991)",744,Podzolic,54.51594162,127.9147034,NA,9,BC,Mineral,-50.0,-60.0,10.0,1.38,1,50.0,1,0.54,2,,,,373.0,,373.0,,False
5642,"BEC (Meidinger and Pojar, 1991)",745,Podzolic,54.52222061,127.9188995,NA,1,S(L),Organic,14.0,12.0,2.0,0.14,1,0.0,1,,2,43.0,14.0,57.0,,10289.0,,102.89,True
5643,"BEC (Meidinger and Pojar, 1991)",745,Podzolic,54.52222061,127.9188995,NA,2,F,Organic,12.0,8.0,4.0,0.14,1,0.0,1,43.21,2,,,,2420.0,,2420.0,,False
5644,"BEC (Meidinger and Pojar, 1991)",745,Podzolic,54.52222061,127.9188995,NA,3,Hh,Organic,8.0,0.0,8.0,0.14,1,0.0,1,36.65,2,,,,4105.0,,4105.0,,False
5645,"BEC (Meidinger and Pojar, 1991)",745,Podzolic,54.52222061,127.9188995,NA,4,Ah,Mineral,0.0,-2.0,2.0,1.31,1,40.0,1,4.74,2,,,,745.0,,745.0,,False
5646,"BEC (Meidinger and Pojar, 1991)",745,Podzolic,54.52222061,127.9188995,NA,5,Bf,Mineral,-2.0,-19.0,17.0,1.38,1,40.0,1,1.7,2,,,,2393.0,,2393.0,,False
5647,"BEC (Meidinger and Pojar, 1991)",745,Podzolic,54.52222061,127.9188995,NA,6,BC,Mineral,-19.0,-43.0,24.0,1.38,1,65.0,1,0.54,2,,,,626.0,,626.0,,False
5648,"BEC (Meidinger and Pojar, 1991)",746,Podzolic,54.51625061,127.9358978,NA,1,L(S),Organic,16.0,14.0,2.0,0.14,1,0.0,1,43.21,2,61.0,16.0,77.0,1210.0,18168.0,1210.0,181.68,True
5649,"BEC (Meidinger and Pojar, 1991)",746,Podzolic,54.51625061,127.9358978,NA,2,Fm,Organic,14.0,1.0,13.0,0.14,1,0.0,1,43.21,2,,,,7864.0,,7864.0,,False
5650,"BEC (Meidinger and Pojar, 1991)",746,Podzolic,54.51625061,127.9358978,NA,3,Hh,Organic,1.0,0.0,1.0,0.14,1,0.0,1,36.65,2,,,,513.0,,513.0,,False
5651,"BEC (Meidinger and Pojar, 1991)",746,Podzolic,54.51625061,127.9358978,NA,4,Ae,Mineral,0.0,-7.0,7.0,1.31,1,40.0,1,4.74,2,,,,2608.0,,2608.0,,False
5652,"BEC (Meidinger and Pojar, 1991)",746,Podzolic,54.51625061,127.9358978,NA,5,Bf1,Mineral,-7.0,-13.0,6.0,1.38,1,40.0,1,1.7,2,,,,845.0,,845.0,,False
5653,"BEC (Meidinger and Pojar, 1991)",746,Podzolic,54.51625061,127.9358978,NA,6,Bm1,Mineral,-11.0,-23.0,12.0,1.19,1,40.0,1,1.7,2,,,,1457.0,,1457.0,,False
5654,"BEC (Meidinger and Pojar, 1991)",746,Podzolic,54.51625061,127.9358978,NA,7,Bf2,Mineral,-13.0,-29.0,16.0,1.38,1,30.0,1,1.7,2,,,,2628.0,,2628.0,,False
5655,"BEC (Meidinger and Pojar, 1991)",746,Podzolic,54.51625061,127.9358978,NA,8,BC,Mineral,-23.0,-43.0,20.0,1.38,1,30.0,1,0.54,2,,,,1043.0,,1043.0,,False
5656,"BEC (Meidinger and Pojar, 1991)",747,Brunisolic,54.81904984,127.6507034,NA,1,Ln,Organic,6.0,5.0,1.0,0.16,1,0.0,1,37.4,2,55.0,6.0,61.0,598.0,6103.0,598.0,61.03,True
5657,"BEC (Meidinger and Pojar, 1991)",747,Brunisolic,54.81904984,127.6507034,NA,2,Fm,Organic,5.0,0.0,5.0,0.16,1,0.0,1,37.4,2,,,,2992.0,,2992.0,,False
5658,"BEC (Meidinger and Pojar, 1991)",747,Brunisolic,54.81904984,127.6507034,NA,3,Ae,Mineral,0.0,-2.0,2.0,1.24,1,75.0,1,3.36,2,,,,208.0,,208.0,,False
5659,"BEC (Meidinger and Pojar, 1991)",747,Brunisolic,54.81904984,127.6507034,NA,4,B,Mineral,-2.0,-55.0,53.0,1.45,1,75.0,1,1.2,2,,,,2305.0,,2305.0,,False
5660,"BEC (Meidinger and Pojar, 1991)",748,Organic,54.45988846,128.0180054,NA,1,L,Organic,20.0,18.0,2.0,0.08,1,0.0,1,51.68,2,9.0,20.0,29.0,827.0,12975.0,827.0,129.75,True
5661,"BEC (Meidinger and Pojar, 1991)",748,Organic,54.45988846,128.0180054,NA,2,F,Organic,18.0,5.0,13.0,0.12,1,0.0,1,51.68,2,,,,8062.0,,8062.0,,False
5662,"BEC (Meidinger and Pojar, 1991)",748,Organic,54.45988846,128.0180054,NA,3,H,Organic,5.0,0.0,5.0,0.15,1,0.0,1,45.12,2,,,,3384.0,,3384.0,,False
5663,"BEC (Meidinger and Pojar, 1991)",748,Organic,54.45988846,128.0180054,NA,4,BhF,Mineral,0.0,-9.0,9.0,0.86,1,75.0,1,3.63,2,,,,702.0,,702.0,,False
5664,"BEC (Meidinger and Pojar, 1991)",748,Organic,54.45988846,128.0180054,NA,5,R,Mineral,0.0,0.0,0.0,,1,0.0,1,,2,,,,,,,,False
5665,"BEC (Meidinger and Pojar, 1991)",749,Podzolic,53.39308167,129.0975037,NA,1,S,Organic,13.0,12.0,1.0,0.0,1,0.0,1,,2,6.0,13.0,19.0,,6744.0,,67.44,True
5666,"BEC (Meidinger and Pojar, 1991)",749,Podzolic,53.39308167,129.0975037,NA,2,Fm,Organic,12.0,10.0,2.0,0.11,1,0.0,1,45.06,2,,,,991.0,,991.0,,False
5667,"BEC (Meidinger and Pojar, 1991)",749,Podzolic,53.39308167,129.0975037,NA,3,Hh,Organic,10.0,0.0,10.0,0.11,1,0.0,1,38.51,2,,,,4236.0,,4236.0,,False
5668,"BEC (Meidinger and Pojar, 1991)",749,Podzolic,53.39308167,129.0975037,NA,4,Bh,Mineral,0.0,-6.0,6.0,0.86,1,25.0,1,3.92,2,,,,1517.0,,1517.0,,False
5669,"BEC (Meidinger and Pojar, 1991)",749,Podzolic,53.39308167,129.0975037,NA,5,R,Mineral,-6.0,-6.0,0.0,0.0,1,25.0,1,,2,,,,,,,,False
5670,"BEC (Meidinger and Pojar, 1991)",750,Podzolic,53.39439011,129.0998383,NA,1,Lv,Organic,10.0,9.0,1.0,0.11,1,0.0,1,45.06,2,17.0,10.0,27.0,496.0,10112.0,496.0,101.12,True
5671,"BEC (Meidinger and Pojar, 1991)",750,Podzolic,53.39439011,129.0998383,NA,2,Fm,Organic,9.0,5.0,4.0,0.11,1,0.0,1,45.06,2,,,,1983.0,,1983.0,,False
5672,"BEC (Meidinger and Pojar, 1991)",750,Podzolic,53.39439011,129.0998383,NA,3,Hr,Organic,5.0,0.0,5.0,0.11,1,0.0,1,38.51,2,,,,2118.0,,2118.0,,False
5673,"BEC (Meidinger and Pojar, 1991)",750,Podzolic,53.39439011,129.0998383,NA,4,Bhf1,Mineral,0.0,-9.0,9.0,0.86,1,0.0,1,3.92,2,,,,3034.0,,3034.0,,False
5674,"BEC (Meidinger and Pojar, 1991)",750,Podzolic,53.39439011,129.0998383,NA,5,Bhf2,Mineral,-9.0,-17.0,8.0,0.86,1,8.0,1,3.92,2,,,,2481.0,,2481.0,,False
5675,"BEC (Meidinger and Pojar, 1991)",750,Podzolic,53.39439011,129.0998383,NA,6,R,Mineral,-17.0,-17.0,0.0,0.0,1,0.0,1,,2,,,,,,,,False
5676,"BEC (Meidinger and Pojar, 1991)",751,Podzolic,54.45261002,128.0471954,NA,1,L,Organic,3.0,2.0,1.0,0.14,1,0.0,1,43.21,2,60.0,3.0,63.0,605.0,12248.0,605.0,122.48,True
5677,"BEC (Meidinger and Pojar, 1991)",751,Podzolic,54.45261002,128.0471954,NA,2,F,Organic,2.0,0.0,2.0,0.14,1,0.0,1,43.21,2,,,,1210.0,,1210.0,,False
5678,"BEC (Meidinger and Pojar, 1991)",751,Podzolic,54.45261002,128.0471954,NA,3,Ae,Mineral,0.0,-3.0,3.0,1.31,1,0.0,1,4.74,2,,,,1863.0,,1863.0,,False
5679,"BEC (Meidinger and Pojar, 1991)",751,Podzolic,54.45261002,128.0471954,NA,4,Bf,Mineral,-3.0,-20.0,17.0,1.38,1,0.0,1,1.7,2,,,,3988.0,,3988.0,,False
5680,"BEC (Meidinger and Pojar, 1991)",751,Podzolic,54.45261002,128.0471954,NA,5,Bm,Mineral,-20.0,-24.0,4.0,1.19,1,0.0,1,1.7,2,,,,809.0,,809.0,,False
5681,"BEC (Meidinger and Pojar, 1991)",751,Podzolic,54.45261002,128.0471954,NA,6,Bm2,Mineral,-24.0,-40.0,16.0,1.19,1,25.0,1,1.7,2,,,,2428.0,,2428.0,,False
5682,"BEC (Meidinger and Pojar, 1991)",751,Podzolic,54.45261002,128.0471954,NA,7,C,Mineral,-40.0,-60.0,20.0,1.63,1,25.0,1,0.55,2,,,,1345.0,,1345.0,,False
5683,"BEC (Meidinger and Pojar, 1991)",752,Brunisolic,54.90517044,127.6174011,NA,1,S,Organic,9.0,6.0,3.0,0.0,1,0.0,1,,2,45.0,9.0,54.0,,8319.0,,83.19,True
5684,"BEC (Meidinger and Pojar, 1991)",752,Brunisolic,54.90517044,127.6174011,NA,2,Fm,Organic,6.0,3.0,3.0,0.16,1,0.0,1,37.4,2,,,,1795.0,,1795.0,,False
5685,"BEC (Meidinger and Pojar, 1991)",752,Brunisolic,54.90517044,127.6174011,NA,3,Hh,Organic,3.0,0.0,3.0,0.16,1,0.0,1,30.85,2,,,,1481.0,,1481.0,,False
5686,"BEC (Meidinger and Pojar, 1991)",752,Brunisolic,54.90517044,127.6174011,NA,4,Ahe,Mineral,0.0,-2.0,2.0,1.07,1,0.0,1,3.36,2,,,,719.0,,719.0,,False
5687,"BEC (Meidinger and Pojar, 1991)",752,Brunisolic,54.90517044,127.6174011,NA,5,Ae,Mineral,-2.0,-6.0,4.0,1.24,1,5.0,1,3.36,2,,,,1583.0,,1583.0,,False
5688,"BEC (Meidinger and Pojar, 1991)",752,Brunisolic,54.90517044,127.6174011,NA,6,Bfj,Mineral,-6.0,-20.0,14.0,1.03,1,10.0,1,1.2,2,,,,1557.0,,1557.0,,False
5689,"BEC (Meidinger and Pojar, 1991)",752,Brunisolic,54.90517044,127.6174011,NA,7,GCgj,Mineral,-20.0,-45.0,25.0,1.38,1,12.0,1,0.39,2,,,,1184.0,,1184.0,,False
5690,"BEC (Meidinger and Pojar, 1991)",753,Podzolic,54.74123001,127.8083801,NA,1,Aej,Mineral,0.0,-1.0,1.0,1.31,1,0.0,1,4.74,2,29.0,0.0,29.0,621.0,6165.0,621.0,61.65,True
5691,"BEC (Meidinger and Pojar, 1991)",753,Podzolic,54.74123001,127.8083801,NA,2,AB,Mineral,-1.0,-5.0,4.0,1.18,1,10.0,1,4.74,2,,,,2014.0,,2014.0,,False
5692,"BEC (Meidinger and Pojar, 1991)",753,Podzolic,54.74123001,127.8083801,NA,3,Bf1,Mineral,-5.0,-18.0,13.0,1.38,1,35.0,1,1.7,2,,,,1982.0,,1982.0,,False
5693,"BEC (Meidinger and Pojar, 1991)",753,Podzolic,54.74123001,127.8083801,NA,4,Bf2,Mineral,-18.0,-29.0,11.0,1.38,1,40.0,1,1.7,2,,,,1548.0,,1548.0,,False
5694,"BEC (Meidinger and Pojar, 1991)",753,Podzolic,54.74123001,127.8083801,NA,5,BC,Mineral,-29.0,-29.0,0.0,1.38,1,55.0,1,0.54,2,,,,0.0,,0.0,,False
5695,"BEC (Meidinger and Pojar, 1991)",754,Brunisolic,53.66437149,128.9172058,NA,1,L,Organic,13.0,11.0,2.0,0.16,1,0.0,1,37.4,2,26.0,13.0,39.0,1197.0,14659.0,1197.0,146.59,True
5696,"BEC (Meidinger and Pojar, 1991)",754,Brunisolic,53.66437149,128.9172058,NA,2,Fm,Organic,11.0,5.0,6.0,0.16,1,0.0,1,37.4,2,,,,3590.0,,3590.0,,False
5697,"BEC (Meidinger and Pojar, 1991)",754,Brunisolic,53.66437149,128.9172058,NA,3,H,Organic,5.0,0.0,5.0,0.16,1,0.0,1,30.85,2,,,,2468.0,,2468.0,,False
5698,"BEC (Meidinger and Pojar, 1991)",754,Brunisolic,53.66437149,128.9172058,NA,4,Ah,Mineral,0.0,-11.0,11.0,1.07,1,10.0,1,3.36,2,,,,3559.0,,3559.0,,False
5699,"BEC (Meidinger and Pojar, 1991)",754,Brunisolic,53.66437149,128.9172058,NA,5,Bm,Mineral,-11.0,-16.0,5.0,1.45,1,30.0,1,1.2,2,,,,609.0,,609.0,,False
5700,"BEC (Meidinger and Pojar, 1991)",754,Brunisolic,53.66437149,128.9172058,NA,6,Ahb,Mineral,-16.0,-26.0,10.0,1.07,1,10.0,1,3.36,2,,,,3236.0,,3236.0,,False
5701,"BEC (Meidinger and Pojar, 1991)",754,Brunisolic,53.66437149,128.9172058,NA,7,B/C,Mineral,-26.0,-26.0,0.0,1.45,1,50.0,1,0.38,2,,,,0.0,,0.0,,False
5702,"BEC (Meidinger and Pojar, 1991)",755,Podzolic,54.05950165,128.5334015,NA,1,L,Organic,18.0,17.0,1.0,0.14,1,0.0,1,43.21,2,60.0,18.0,78.0,605.0,20609.0,605.0,206.09,True
5703,"BEC (Meidinger and Pojar, 1991)",755,Podzolic,54.05950165,128.5334015,NA,2,F,Organic,17.0,1.0,16.0,0.14,1,0.0,1,43.21,2,,,,9679.0,,9679.0,,False
5704,"BEC (Meidinger and Pojar, 1991)",755,Podzolic,54.05950165,128.5334015,NA,3,H,Organic,1.0,0.0,1.0,0.14,1,0.0,1,36.65,2,,,,513.0,,513.0,,False
5705,"BEC (Meidinger and Pojar, 1991)",755,Podzolic,54.05950165,128.5334015,NA,4,Bhf,Mineral,0.0,-4.0,4.0,0.87,1,25.0,1,1.7,2,,,,444.0,,444.0,,False
5706,"BEC (Meidinger and Pojar, 1991)",755,Podzolic,54.05950165,128.5334015,NA,5,Bf,Mineral,-4.0,-40.0,36.0,1.38,1,25.0,1,1.7,2,,,,6334.0,,6334.0,,False
5707,"BEC (Meidinger and Pojar, 1991)",755,Podzolic,54.05950165,128.5334015,NA,6,Bm,Mineral,-40.0,-60.0,20.0,1.19,1,25.0,1,1.7,2,,,,3034.0,,3034.0,,False
5708,"BEC (Meidinger and Pojar, 1991)",756,Podzolic,54.12126923,128.5323029,NA,1,L,Organic,20.0,18.0,2.0,0.14,1,0.0,1,43.21,2,63.0,20.0,83.0,1210.0,29225.0,1210.0,292.25,True
5709,"BEC (Meidinger and Pojar, 1991)",756,Podzolic,54.12126923,128.5323029,NA,2,Fa,Organic,18.0,13.0,5.0,0.14,1,0.0,1,43.21,2,,,,3025.0,,3025.0,,False
5710,"BEC (Meidinger and Pojar, 1991)",756,Podzolic,54.12126923,128.5323029,NA,3,Hh,Organic,13.0,0.0,13.0,0.14,1,0.0,1,36.65,2,,,,6670.0,,6670.0,,False
5711,"BEC (Meidinger and Pojar, 1991)",756,Podzolic,54.12126923,128.5323029,NA,4,Ahe,Mineral,0.0,-19.0,19.0,1.31,1,0.0,1,4.74,2,,,,11798.0,,11798.0,,False
5712,"BEC (Meidinger and Pojar, 1991)",756,Podzolic,54.12126923,128.5323029,NA,5,Bf1,Mineral,-19.0,-37.0,18.0,1.38,1,25.0,1,1.7,2,,,,3167.0,,3167.0,,False
5713,"BEC (Meidinger and Pojar, 1991)",756,Podzolic,54.12126923,128.5323029,NA,6,Bf2,Mineral,-37.0,-63.0,26.0,1.38,1,45.0,1,1.7,2,,,,3355.0,,3355.0,,False
5714,"BEC (Meidinger and Pojar, 1991)",757,Organic,54.06092072,128.6219025,NA,1,L,Organic,40.0,38.0,2.0,0.08,1,0.0,1,51.68,2,60.0,40.0,100.0,827.0,35632.0,827.0,356.32,True
5715,"BEC (Meidinger and Pojar, 1991)",757,Organic,54.06092072,128.6219025,NA,2,F,Organic,38.0,0.0,38.0,0.12,1,0.0,1,51.68,2,,,,23566.0,,23566.0,,False
5716,"BEC (Meidinger and Pojar, 1991)",757,Organic,54.06092072,128.6219025,NA,3,Bhf,Mineral,0.0,-5.0,5.0,0.86,1,40.0,1,3.63,2,,,,937.0,,937.0,,False
5717,"BEC (Meidinger and Pojar, 1991)",757,Organic,54.06092072,128.6219025,NA,4,Bfcgj,Mineral,-5.0,-60.0,55.0,0.86,1,40.0,1,3.63,2,,,,10302.0,,10302.0,,False
5718,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,54.13233185,128.5708008,NA,1,Ls,Organic,9.0,6.0,3.0,0.11,1,0.0,1,25.58,2,75.0,9.0,84.0,844.0,31279.0,844.0,312.79,True
5719,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,54.13233185,128.5708008,NA,2,Fz,Organic,6.0,2.0,4.0,0.11,1,0.0,1,25.58,2,,,,1126.0,,1126.0,,False
5720,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,54.13233185,128.5708008,NA,3,Hzi,Organic,2.0,0.0,2.0,0.55,1,0.0,1,19.02,2,,,,2092.0,,2092.0,,False
5721,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,54.13233185,128.5708008,NA,4,IC,Mineral,0.0,-17.0,17.0,1.1,1,40.0,1,0.92,2,,,,1032.0,,1032.0,,False
5722,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,54.13233185,128.5708008,NA,5,IICgj,Mineral,-17.0,-38.0,21.0,1.1,1,40.0,1,0.92,2,,,,1275.0,,1275.0,,False
5723,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,54.13233185,128.5708008,NA,6,Hb,Mineral,-38.0,-61.0,23.0,0.55,1,0.0,1,19.02,2,,,,24060.0,,24060.0,,False
5724,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,54.13233185,128.5708008,NA,7,IIIC,Mineral,-61.0,-75.0,14.0,1.1,1,40.0,1,0.92,2,,,,850.0,,850.0,,False
5725,"BEC (Meidinger and Pojar, 1991)",759,Regosolic,54.11457062,128.6121979,NA,1,L,Organic,2.0,0.0,2.0,0.11,1,0.0,1,25.58,2,60.0,2.0,62.0,563.0,5926.0,563.0,59.26,True
5726,"BEC (Meidinger and Pojar, 1991)",759,Regosolic,54.11457062,128.6121979,NA,2,C,Mineral,0.0,-2.0,2.0,1.1,1,0.0,1,0.92,2,,,,202.0,,202.0,,False
5727,"BEC (Meidinger and Pojar, 1991)",759,Regosolic,54.11457062,128.6121979,NA,3,2Cgj,Mineral,-2.0,-20.0,18.0,1.1,1,30.0,1,0.92,2,,,,1275.0,,1275.0,,False
5728,"BEC (Meidinger and Pojar, 1991)",759,Regosolic,54.11457062,128.6121979,NA,4,Ob,Mineral,-20.0,-25.0,5.0,0.11,1,0.0,1,25.58,2,,,,1407.0,,1407.0,,False
5729,"BEC (Meidinger and Pojar, 1991)",759,Regosolic,54.11457062,128.6121979,NA,5,3Cgj,Mineral,-25.0,-60.0,35.0,1.1,1,30.0,1,0.92,2,,,,2479.0,,2479.0,,False
5730,"BEC (Meidinger and Pojar, 1991)",760,Podzolic,54.82056046,127.9167023,NA,1,Ln,Organic,5.5,5.0,0.5,0.14,1,0.0,1,43.21,2,50.0,5.5,55.5,302.0,12487.0,302.0,124.87,True
5731,"BEC (Meidinger and Pojar, 1991)",760,Podzolic,54.82056046,127.9167023,NA,2,Fm,Organic,5.0,0.0,5.0,0.14,1,0.0,1,43.21,2,,,,3025.0,,3025.0,,False
5732,"BEC (Meidinger and Pojar, 1991)",760,Podzolic,54.82056046,127.9167023,NA,3,Ae,Mineral,0.0,-2.0,2.0,1.31,1,0.0,1,4.74,2,,,,1242.0,,1242.0,,False
5733,"BEC (Meidinger and Pojar, 1991)",760,Podzolic,54.82056046,127.9167023,NA,4,Bf1,Mineral,-2.0,-15.0,13.0,1.38,1,10.0,1,1.7,2,,,,2745.0,,2745.0,,False
5734,"BEC (Meidinger and Pojar, 1991)",760,Podzolic,54.82056046,127.9167023,NA,5,Bf2,Mineral,-15.0,-35.0,20.0,1.38,1,10.0,1,1.7,2,,,,4223.0,,4223.0,,False
5735,"BEC (Meidinger and Pojar, 1991)",760,Podzolic,54.82056046,127.9167023,NA,6,BC,Mineral,-35.0,-50.0,15.0,1.38,1,15.0,1,0.54,2,,,,950.0,,950.0,,False
5736,"BEC (Meidinger and Pojar, 1991)",761,Gleysolic,54.98563004,127.7593002,NA,1,Ln,Organic,12.0,10.0,2.0,0.12,1,0.0,1,42.07,2,49.0,12.0,61.0,1010.0,15973.0,1010.0,159.73,True
5737,"BEC (Meidinger and Pojar, 1991)",761,Gleysolic,54.98563004,127.7593002,NA,2,Fm,Organic,10.0,7.0,3.0,0.12,1,0.0,1,42.07,2,,,,1515.0,,1515.0,,False
5738,"BEC (Meidinger and Pojar, 1991)",761,Gleysolic,54.98563004,127.7593002,NA,3,Hr,Organic,7.0,0.0,7.0,0.21,1,0.0,1,35.51,2,,,,5220.0,,5220.0,,False
5739,"BEC (Meidinger and Pojar, 1991)",761,Gleysolic,54.98563004,127.7593002,NA,4,Bg,Mineral,0.0,-32.0,32.0,1.56,1,22.0,1,1.38,2,,,,5373.0,,5373.0,,False
5740,"BEC (Meidinger and Pojar, 1991)",761,Gleysolic,54.98563004,127.7593002,NA,5,Bg,Mineral,-32.0,-49.0,17.0,1.56,1,22.0,1,1.38,2,,,,2855.0,,2855.0,,False
5741,"BEC (Meidinger and Pojar, 1991)",762,Podzolic,54.28607941,128.4745026,NA,1,Ln,Organic,24.0,22.0,2.0,0.14,1,0.0,1,43.21,2,60.0,24.0,84.0,1210.0,31413.0,1210.0,314.13,True
5742,"BEC (Meidinger and Pojar, 1991)",762,Podzolic,54.28607941,128.4745026,NA,2,Fm,Organic,22.0,17.0,5.0,0.14,1,0.0,1,43.21,2,,,,3025.0,,3025.0,,False
5743,"BEC (Meidinger and Pojar, 1991)",762,Podzolic,54.28607941,128.4745026,NA,3,Hr,Organic,17.0,0.0,17.0,0.14,1,0.0,1,36.65,2,,,,8723.0,,8723.0,,False
5744,"BEC (Meidinger and Pojar, 1991)",762,Podzolic,54.28607941,128.4745026,NA,4,Ae,Mineral,0.0,-15.0,15.0,1.31,1,5.0,1,4.74,2,,,,8848.0,,8848.0,,False
5745,"BEC (Meidinger and Pojar, 1991)",762,Podzolic,54.28607941,128.4745026,NA,5,Bm,Mineral,-15.0,-24.0,9.0,1.19,1,13.0,1,1.7,2,,,,1584.0,,1584.0,,False
5746,"BEC (Meidinger and Pojar, 1991)",762,Podzolic,54.28607941,128.4745026,NA,6,Bf,Mineral,-24.0,-60.0,36.0,1.38,1,5.0,1,1.7,2,,,,8023.0,,8023.0,,False
5747,"BEC (Meidinger and Pojar, 1991)",763,Brunisolic,55.0284996,127.7322006,NA,1,S,Organic,9.0,3.0,6.0,0.0,1,0.0,1,,2,40.0,12.0,52.0,,6078.0,,60.78,True
5748,"BEC (Meidinger and Pojar, 1991)",763,Brunisolic,55.0284996,127.7322006,NA,2,Fm,Organic,6.0,1.0,5.0,0.16,1,0.0,1,37.4,2,,,,2992.0,,2992.0,,False
5749,"BEC (Meidinger and Pojar, 1991)",763,Brunisolic,55.0284996,127.7322006,NA,3,FH,Organic,1.0,0.0,1.0,0.16,1,0.0,1,37.4,2,,,,598.0,,598.0,,False
5750,"BEC (Meidinger and Pojar, 1991)",763,Brunisolic,55.0284996,127.7322006,NA,4,Bfj,Mineral,0.0,-11.0,11.0,1.03,1,40.0,1,1.2,2,,,,816.0,,816.0,,False
5751,"BEC (Meidinger and Pojar, 1991)",763,Brunisolic,55.0284996,127.7322006,NA,5,Bm,Mineral,-11.0,-21.0,10.0,1.45,1,40.0,1,1.2,2,,,,1044.0,,1044.0,,False
5752,"BEC (Meidinger and Pojar, 1991)",763,Brunisolic,55.0284996,127.7322006,NA,6,BC,Mineral,-21.0,-40.0,19.0,1.45,1,40.0,1,0.38,2,,,,628.0,,628.0,,False
5753,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,54.26792908,128.4978943,NA,1,L,Organic,7.0,5.0,2.0,0.16,1,0.0,1,37.4,2,70.0,7.0,77.0,1197.0,14199.0,1197.0,141.99,True
5754,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,54.26792908,128.4978943,NA,2,Fz,Organic,5.0,2.0,3.0,0.16,1,0.0,1,37.4,2,,,,1795.0,,1795.0,,False
5755,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,54.26792908,128.4978943,NA,3,Hz,Organic,2.0,0.0,2.0,0.16,1,0.0,1,30.85,2,,,,987.0,,987.0,,False
5756,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,54.26792908,128.4978943,NA,4,Ah,Mineral,0.0,-5.0,5.0,1.07,1,0.0,1,3.36,2,,,,1798.0,,1798.0,,False
5757,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,54.26792908,128.4978943,NA,5,Bm1,Mineral,-5.0,-12.0,7.0,1.2,1,0.0,1,1.2,2,,,,1008.0,,1008.0,,False
5758,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,54.26792908,128.4978943,NA,6,Bm2,Mineral,-12.0,-32.0,20.0,1.2,1,0.0,1,1.2,2,,,,2880.0,,2880.0,,False
5759,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,54.26792908,128.4978943,NA,7,Ahb,Mineral,-32.0,-37.0,5.0,1.07,1,0.0,1,3.36,2,,,,1798.0,,1798.0,,False
5760,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,54.26792908,128.4978943,NA,8,Bmb1,Mineral,-37.0,-65.0,28.0,1.2,1,50.0,1,1.2,2,,,,2016.0,,2016.0,,False
5761,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,54.26792908,128.4978943,NA,9,Bmb2,Mineral,-65.0,-70.0,5.0,1.2,1,0.0,1,1.2,2,,,,720.0,,720.0,,False
5762,"BEC (Meidinger and Pojar, 1991)",765,Brunisolic,55.04563904,127.7230988,NA,1,L,Organic,19.0,17.0,2.0,0.16,1,0.0,1,37.4,2,60.0,19.0,79.0,1197.0,19712.0,1197.0,197.12,True
5763,"BEC (Meidinger and Pojar, 1991)",765,Brunisolic,55.04563904,127.7230988,NA,2,FHa,Organic,17.0,8.0,9.0,0.16,1,0.0,1,37.4,2,,,,5386.0,,5386.0,,False
5764,"BEC (Meidinger and Pojar, 1991)",765,Brunisolic,55.04563904,127.7230988,NA,3,Hh,Organic,8.0,0.0,8.0,0.16,1,0.0,1,30.85,2,,,,3949.0,,3949.0,,False
5765,"BEC (Meidinger and Pojar, 1991)",765,Brunisolic,55.04563904,127.7230988,NA,4,Ah,Mineral,0.0,-15.0,15.0,1.07,1,30.0,1,3.36,2,,,,3775.0,,3775.0,,False
5766,"BEC (Meidinger and Pojar, 1991)",765,Brunisolic,55.04563904,127.7230988,NA,5,Bm,Mineral,-15.0,-60.0,45.0,1.43,1,30.0,1,1.2,2,,,,5405.0,,5405.0,,False
5767,"BEC (Meidinger and Pojar, 1991)",766,Brunisolic,55.03771973,127.7397995,NA,1,Lv,Organic,3.0,2.0,1.0,0.16,1,0.0,1,37.4,2,51.0,3.0,54.0,598.0,8760.0,598.0,87.6,True
5768,"BEC (Meidinger and Pojar, 1991)",766,Brunisolic,55.03771973,127.7397995,NA,2,Fm,Organic,2.0,0.0,2.0,0.16,1,0.0,1,37.4,2,,,,1197.0,,1197.0,,False
5769,"BEC (Meidinger and Pojar, 1991)",766,Brunisolic,55.03771973,127.7397995,NA,3,Bm1,Mineral,0.0,-15.0,15.0,1.45,1,0.0,1,1.2,2,,,,2610.0,,2610.0,,False
