id,source,pedon_id,order,lat,lon,latlon_q,horizon_number,horizon,ccontent,total_c,ccontent_1m,total_c_1m
5565,"BEC (Meidinger and Pojar, 1991)",731,Gleysolic,54.55607986,127.3787003,NA,1,S,,31370.0,,313.7
5566,"BEC (Meidinger and Pojar, 1991)",731,Gleysolic,54.55607986,127.3787003,NA,2,Lv,168.0,,168.0,
5567,"BEC (Meidinger and Pojar, 1991)",731,Gleysolic,54.55607986,127.3787003,NA,3,Fa,505.0,,505.0,
5568,"BEC (Meidinger and Pojar, 1991)",731,Gleysolic,54.55607986,127.3787003,NA,4,Hh,4474.0,,4474.0,
5569,"BEC (Meidinger and Pojar, 1991)",731,Gleysolic,54.55607986,127.3787003,NA,5,Oh,23603.0,,23603.0,
5570,"BEC (Meidinger and Pojar, 1991)",731,Gleysolic,54.55607986,127.3787003,NA,6,Ahg,1555.0,,1555.0,
5571,"BEC (Meidinger and Pojar, 1991)",731,Gleysolic,54.55607986,127.3787003,NA,7,Cg,1065.0,,1065.0,
5572,"BEC (Meidinger and Pojar, 1991)",732,Podzolic,54.57223892,127.3776016,NA,1,Lv,,0.0,,0.0
5573,"BEC (Meidinger and Pojar, 1991)",733,Podzolic,54.57223892,127.3776016,NA,1,Fm,3630.0,11014.0,3630.0,110.14
5574,"BEC (Meidinger and Pojar, 1991)",733,Podzolic,54.57223892,127.3776016,NA,2,Hw/Hh,1100.0,,1100.0,
5575,"BEC (Meidinger and Pojar, 1991)",733,Podzolic,54.57223892,127.3776016,NA,3,Ae,3477.0,,3477.0,
5576,"BEC (Meidinger and Pojar, 1991)",733,Podzolic,54.57223892,127.3776016,NA,4,Bf1,1053.0,,1053.0,
5577,"BEC (Meidinger and Pojar, 1991)",733,Podzolic,54.57223892,127.3776016,NA,5,Bf2,1754.0,,1754.0,
5578,"BEC (Meidinger and Pojar, 1991)",733,Podzolic,54.57223892,127.3776016,NA,6,NA,,,,
5579,"BEC (Meidinger and Pojar, 1991)",733,Podzolic,54.57223892,127.3776016,NA,7,S,,,,
5580,"BEC (Meidinger and Pojar, 1991)",734,Brunisolic,54.57799911,127.3824005,NA,1,Lv,1197.0,16622.0,1197.0,166.22
5581,"BEC (Meidinger and Pojar, 1991)",734,Brunisolic,54.57799911,127.3824005,NA,2,Fa,3590.0,,3590.0,
5582,"BEC (Meidinger and Pojar, 1991)",734,Brunisolic,54.57799911,127.3824005,NA,3,Oh,5984.0,,5984.0,
5583,"BEC (Meidinger and Pojar, 1991)",734,Brunisolic,54.57799911,127.3824005,NA,4,Ah,2301.0,,2301.0,
5584,"BEC (Meidinger and Pojar, 1991)",734,Brunisolic,54.57799911,127.3824005,NA,5,Btj,1963.0,,1963.0,
5585,"BEC (Meidinger and Pojar, 1991)",734,Brunisolic,54.57799911,127.3824005,NA,6,BC,1587.0,,1587.0,
5586,"BEC (Meidinger and Pojar, 1991)",734,Brunisolic,54.57799911,127.3824005,NA,7,S,,,,
5587,"BEC (Meidinger and Pojar, 1991)",735,Brunisolic,54.57339096,127.3889999,NA,1,Lv,1197.0,7150.0,1197.0,71.5
5588,"BEC (Meidinger and Pojar, 1991)",735,Brunisolic,54.57339096,127.3889999,NA,2,Fm,2394.0,,2394.0,
5589,"BEC (Meidinger and Pojar, 1991)",735,Brunisolic,54.57339096,127.3889999,NA,3,Hh,987.0,,987.0,
5590,"BEC (Meidinger and Pojar, 1991)",735,Brunisolic,54.57339096,127.3889999,NA,4,Ah,1726.0,,1726.0,
5591,"BEC (Meidinger and Pojar, 1991)",735,Brunisolic,54.57339096,127.3889999,NA,5,Bm,548.0,,548.0,
5592,"BEC (Meidinger and Pojar, 1991)",735,Brunisolic,54.57339096,127.3889999,NA,6,BC,298.0,,298.0,
5593,"BEC (Meidinger and Pojar, 1991)",735,Brunisolic,54.57339096,127.3889999,NA,7,S,,,,
5594,"BEC (Meidinger and Pojar, 1991)",736,Gleysolic,54.6096611,127.4646988,NA,1,L,1010.0,16632.0,1010.0,166.32
5595,"BEC (Meidinger and Pojar, 1991)",736,Gleysolic,54.6096611,127.4646988,NA,2,Fm,1515.0,,1515.0,
5596,"BEC (Meidinger and Pojar, 1991)",736,Gleysolic,54.6096611,127.4646988,NA,3,Hh,7457.0,,7457.0,
5597,"BEC (Meidinger and Pojar, 1991)",736,Gleysolic,54.6096611,127.4646988,NA,4,Ah,2776.0,,2776.0,
5598,"BEC (Meidinger and Pojar, 1991)",736,Gleysolic,54.6096611,127.4646988,NA,5,Cg,3874.0,,3874.0,
5599,"BEC (Meidinger and Pojar, 1991)",737,Regosolic,54.45552826,127.6377029,NA,1,Ln,141.0,1997.0,141.0,19.97
5600,"BEC (Meidinger and Pojar, 1991)",737,Regosolic,54.45552826,127.6377029,NA,2,Fm,844.0,,844.0,
5601,"BEC (Meidinger and Pojar, 1991)",737,Regosolic,54.45552826,127.6377029,NA,3,C,1012.0,,1012.0,
5602,"BEC (Meidinger and Pojar, 1991)",738,Podzolic,53.19042969,128.9481659,NA,1,Lv,496.0,18337.0,496.0,183.37
5603,"BEC (Meidinger and Pojar, 1991)",738,Podzolic,53.19042969,128.9481659,NA,2,Fm,1983.0,,1983.0,
5604,"BEC (Meidinger and Pojar, 1991)",738,Podzolic,53.19042969,128.9481659,NA,3,Hr,6354.0,,6354.0,
5605,"BEC (Meidinger and Pojar, 1991)",738,Podzolic,53.19042969,128.9481659,NA,4,Bhf,4383.0,,4383.0,
5606,"BEC (Meidinger and Pojar, 1991)",738,Podzolic,53.19042969,128.9481659,NA,5,Bhfg,4298.0,,4298.0,
5607,"BEC (Meidinger and Pojar, 1991)",738,Podzolic,53.19042969,128.9481659,NA,6,Bcg,823.0,,823.0,
5608,"BEC (Meidinger and Pojar, 1991)",739,Podzolic,53.25251007,128.9126587,NA,1,Lv,991.0,20520.0,991.0,205.2
5609,"BEC (Meidinger and Pojar, 1991)",739,Podzolic,53.25251007,128.9126587,NA,2,Fm,3470.0,,3470.0,
5610,"BEC (Meidinger and Pojar, 1991)",739,Podzolic,53.25251007,128.9126587,NA,3,Hr,8049.0,,8049.0,
5611,"BEC (Meidinger and Pojar, 1991)",739,Podzolic,53.25251007,128.9126587,NA,4,Bhf1,3965.0,,3965.0,
5612,"BEC (Meidinger and Pojar, 1991)",739,Podzolic,53.25251007,128.9126587,NA,5,Bhf2,4045.0,,4045.0,
5613,"BEC (Meidinger and Pojar, 1991)",740,Brunisolic,54.61033249,127.6110229,NA,1,NA,,4405.0,,44.05
5614,"BEC (Meidinger and Pojar, 1991)",740,Brunisolic,54.61033249,127.6110229,NA,2,AB,1284.0,,1284.0,
5615,"BEC (Meidinger and Pojar, 1991)",740,Brunisolic,54.61033249,127.6110229,NA,3,Bf1,989.0,,989.0,
5616,"BEC (Meidinger and Pojar, 1991)",740,Brunisolic,54.61033249,127.6110229,NA,4,Bf2,2132.0,,2132.0,
5617,"BEC (Meidinger and Pojar, 1991)",740,Brunisolic,54.61033249,127.6110229,NA,5,BC,0.0,,0.0,
5618,"BEC (Meidinger and Pojar, 1991)",741,Brunisolic,54.67721939,127.5494003,NA,1,Ln,299.0,4221.0,299.0,42.21
5619,"BEC (Meidinger and Pojar, 1991)",741,Brunisolic,54.67721939,127.5494003,NA,2,Fm,2992.0,,2992.0,
5620,"BEC (Meidinger and Pojar, 1991)",741,Brunisolic,54.67721939,127.5494003,NA,3,Aej,104.0,,104.0,
5621,"BEC (Meidinger and Pojar, 1991)",741,Brunisolic,54.67721939,127.5494003,NA,4,Bm,826.0,,826.0,
5622,"BEC (Meidinger and Pojar, 1991)",742,Brunisolic,54.53527832,127.7136002,NA,1,Ln,299.0,4806.0,299.0,48.06
5623,"BEC (Meidinger and Pojar, 1991)",742,Brunisolic,54.53527832,127.7136002,NA,2,Fm,898.0,,898.0,
5624,"BEC (Meidinger and Pojar, 1991)",742,Brunisolic,54.53527832,127.7136002,NA,3,H,247.0,,247.0,
5625,"BEC (Meidinger and Pojar, 1991)",742,Brunisolic,54.53527832,127.7136002,NA,4,Ah,2157.0,,2157.0,
5626,"BEC (Meidinger and Pojar, 1991)",742,Brunisolic,54.53527832,127.7136002,NA,5,Bm,1044.0,,1044.0,
5627,"BEC (Meidinger and Pojar, 1991)",742,Brunisolic,54.53527832,127.7136002,NA,6,C,161.0,,161.0,
5628,"BEC (Meidinger and Pojar, 1991)",743,Brunisolic,54.67361069,127.6303024,NA,1,Fm,3590.0,11667.0,3590.0,116.67
5629,"BEC (Meidinger and Pojar, 1991)",743,Brunisolic,54.67361069,127.6303024,NA,2,Hh,494.0,,494.0,
5630,"BEC (Meidinger and Pojar, 1991)",743,Brunisolic,54.67361069,127.6303024,NA,3,Ah,2876.0,,2876.0,
5631,"BEC (Meidinger and Pojar, 1991)",743,Brunisolic,54.67361069,127.6303024,NA,4,Bm1,2558.0,,2558.0,
5632,"BEC (Meidinger and Pojar, 1991)",743,Brunisolic,54.67361069,127.6303024,NA,5,Bm2,2149.0,,2149.0,
5633,"BEC (Meidinger and Pojar, 1991)",744,Podzolic,54.51594162,127.9147034,NA,1,L,605.0,11367.0,605.0,113.67
5634,"BEC (Meidinger and Pojar, 1991)",744,Podzolic,54.51594162,127.9147034,NA,2,F,3025.0,,3025.0,
5635,"BEC (Meidinger and Pojar, 1991)",744,Podzolic,54.51594162,127.9147034,NA,3,H,513.0,,513.0,
5636,"BEC (Meidinger and Pojar, 1991)",744,Podzolic,54.51594162,127.9147034,NA,4,Ae,621.0,,621.0,
5637,"BEC (Meidinger and Pojar, 1991)",744,Podzolic,54.51594162,127.9147034,NA,5,Bhf,296.0,,296.0,
5638,"BEC (Meidinger and Pojar, 1991)",744,Podzolic,54.51594162,127.9147034,NA,6,Bf,1642.0,,1642.0,
5639,"BEC (Meidinger and Pojar, 1991)",744,Podzolic,54.51594162,127.9147034,NA,7,Aeb,1242.0,,1242.0,
5640,"BEC (Meidinger and Pojar, 1991)",744,Podzolic,54.51594162,127.9147034,NA,8,Bfb,3050.0,,3050.0,
5641,"BEC (Meidinger and Pojar, 1991)",744,Podzolic,54.51594162,127.9147034,NA,9,BC,373.0,,373.0,
5642,"BEC (Meidinger and Pojar, 1991)",745,Podzolic,54.52222061,127.9188995,NA,1,S(L),,10289.0,,102.89
5643,"BEC (Meidinger and Pojar, 1991)",745,Podzolic,54.52222061,127.9188995,NA,2,F,2420.0,,2420.0,
5644,"BEC (Meidinger and Pojar, 1991)",745,Podzolic,54.52222061,127.9188995,NA,3,Hh,4105.0,,4105.0,
5645,"BEC (Meidinger and Pojar, 1991)",745,Podzolic,54.52222061,127.9188995,NA,4,Ah,745.0,,745.0,
5646,"BEC (Meidinger and Pojar, 1991)",745,Podzolic,54.52222061,127.9188995,NA,5,Bf,2393.0,,2393.0,
5647,"BEC (Meidinger and Pojar, 1991)",745,Podzolic,54.52222061,127.9188995,NA,6,BC,626.0,,626.0,
5648,"BEC (Meidinger and Pojar, 1991)",746,Podzolic,54.51625061,127.9358978,NA,1,L(S),1210.0,18168.0,1210.0,181.68
5649,"BEC (Meidinger and Pojar, 1991)",746,Podzolic,54.51625061,127.9358978,NA,2,Fm,7864.0,,7864.0,
5650,"BEC (Meidinger and Pojar, 1991)",746,Podzolic,54.51625061,127.9358978,NA,3,Hh,513.0,,513.0,
5651,"BEC (Meidinger and Pojar, 1991)",746,Podzolic,54.51625061,127.9358978,NA,4,Ae,2608.0,,2608.0,
5652,"BEC (Meidinger and Pojar, 1991)",746,Podzolic,54.51625061,127.9358978,NA,5,Bf1,845.0,,845.0,
5653,"BEC (Meidinger and Pojar, 1991)",746,Podzolic,54.51625061,127.9358978,NA,6,Bm1,1457.0,,1457.0,
5654,"BEC (Meidinger and Pojar, 1991)",746,Podzolic,54.51625061,127.9358978,NA,7,Bf2,2628.0,,2628.0,
5655,"BEC (Meidinger and Pojar, 1991)",746,Podzolic,54.51625061,127.9358978,NA,8,BC,1043.0,,1043.0,
5656,"BEC (Meidinger and Pojar, 1991)",747,Brunisolic,54.81904984,127.6507034,NA,1,Ln,598.0,6103.0,598.0,61.03
5657,"BEC (Meidinger and Pojar, 1991)",747,Brunisolic,54.81904984,127.6507034,NA,2,Fm,2992.0,,2992.0,
5658,"BEC (Meidinger and Pojar, 1991)",747,Brunisolic,54.81904984,127.6507034,NA,3,Ae,208.0,,208.0,
5659,"BEC (Meidinger and Pojar, 1991)",747,Brunisolic,54.81904984,127.6507034,NA,4,B,2305.0,,2305.0,
5660,"BEC (Meidinger and Pojar, 1991)",748,Organic,54.45988846,128.0180054,NA,1,L,827.0,12975.0,827.0,129.75
5661,"BEC (Meidinger and Pojar, 1991)",748,Organic,54.45988846,128.0180054,NA,2,F,8062.0,,8062.0,
5662,"BEC (Meidinger and Pojar, 1991)",748,Organic,54.45988846,128.0180054,NA,3,H,3384.0,,3384.0,
5663,"BEC (Meidinger and Pojar, 1991)",748,Organic,54.45988846,128.0180054,NA,4,BhF,702.0,,702.0,
5664,"BEC (Meidinger and Pojar, 1991)",748,Organic,54.45988846,128.0180054,NA,5,R,,,,
5665,"BEC (Meidinger and Pojar, 1991)",749,Podzolic,53.39308167,129.0975037,NA,1,S,,6744.0,,67.44
5666,"BEC (Meidinger and Pojar, 1991)",749,Podzolic,53.39308167,129.0975037,NA,2,Fm,991.0,,991.0,
5667,"BEC (Meidinger and Pojar, 1991)",749,Podzolic,53.39308167,129.0975037,NA,3,Hh,4236.0,,4236.0,
5668,"BEC (Meidinger and Pojar, 1991)",749,Podzolic,53.39308167,129.0975037,NA,4,Bh,1517.0,,1517.0,
5669,"BEC (Meidinger and Pojar, 1991)",749,Podzolic,53.39308167,129.0975037,NA,5,R,,,,
5670,"BEC (Meidinger and Pojar, 1991)",750,Podzolic,53.39439011,129.0998383,NA,1,Lv,496.0,10112.0,496.0,101.12
5671,"BEC (Meidinger and Pojar, 1991)",750,Podzolic,53.39439011,129.0998383,NA,2,Fm,1983.0,,1983.0,
5672,"BEC (Meidinger and Pojar, 1991)",750,Podzolic,53.39439011,129.0998383,NA,3,Hr,2118.0,,2118.0,
5673,"BEC (Meidinger and Pojar, 1991)",750,Podzolic,53.39439011,129.0998383,NA,4,Bhf1,3034.0,,3034.0,
5674,"BEC (Meidinger and Pojar, 1991)",750,Podzolic,53.39439011,129.0998383,NA,5,Bhf2,2481.0,,2481.0,
5675,"BEC (Meidinger and Pojar, 1991)",750,Podzolic,53.39439011,129.0998383,NA,6,R,,,,
5676,"BEC (Meidinger and Pojar, 1991)",751,Podzolic,54.45261002,128.0471954,NA,1,L,605.0,12248.0,605.0,122.48
5677,"BEC (Meidinger and Pojar, 1991)",751,Podzolic,54.45261002,128.0471954,NA,2,F,1210.0,,1210.0,
5678,"BEC (Meidinger and Pojar, 1991)",751,Podzolic,54.45261002,128.0471954,NA,3,Ae,1863.0,,1863.0,
5679,"BEC (Meidinger and Pojar, 1991)",751,Podzolic,54.45261002,128.0471954,NA,4,Bf,3988.0,,3988.0,
5680,"BEC (Meidinger and Pojar, 1991)",751,Podzolic,54.45261002,128.0471954,NA,5,Bm,809.0,,809.0,
5681,"BEC (Meidinger and Pojar, 1991)",751,Podzolic,54.45261002,128.0471954,NA,6,Bm2,2428.0,,2428.0,
5682,"BEC (Meidinger and Pojar, 1991)",751,Podzolic,54.45261002,128.0471954,NA,7,C,1345.0,,1345.0,
5683,"BEC (Meidinger and Pojar, 1991)",752,Brunisolic,54.90517044,127.6174011,NA,1,S,,8319.0,,83.19
5684,"BEC (Meidinger and Pojar, 1991)",752,Brunisolic,54.90517044,127.6174011,NA,2,Fm,1795.0,,1795.0,
5685,"BEC (Meidinger and Pojar, 1991)",752,Brunisolic,54.90517044,127.6174011,NA,3,Hh,1481.0,,1481.0,
5686,"BEC (Meidinger and Pojar, 1991)",752,Brunisolic,54.90517044,127.6174011,NA,4,Ahe,719.0,,719.0,
5687,"BEC (Meidinger and Pojar, 1991)",752,Brunisolic,54.90517044,127.6174011,NA,5,Ae,1583.0,,1583.0,
5688,"BEC (Meidinger and Pojar, 1991)",752,Brunisolic,54.90517044,127.6174011,NA,6,Bfj,1557.0,,1557.0,
5689,"BEC (Meidinger and Pojar, 1991)",752,Brunisolic,54.90517044,127.6174011,NA,7,GCgj,1184.0,,1184.0,
5690,"BEC (Meidinger and Pojar, 1991)",753,Podzolic,54.74123001,127.8083801,NA,1,Aej,621.0,6165.0,621.0,61.65
5691,"BEC (Meidinger and Pojar, 1991)",753,Podzolic,54.74123001,127.8083801,NA,2,AB,2014.0,,2014.0,
5692,"BEC (Meidinger and Pojar, 1991)",753,Podzolic,54.74123001,127.8083801,NA,3,Bf1,1982.0,,1982.0,
5693,"BEC (Meidinger and Pojar, 1991)",753,Podzolic,54.74123001,127.8083801,NA,4,Bf2,1548.0,,1548.0,
5694,"BEC (Meidinger and Pojar, 1991)",753,Podzolic,54.74123001,127.8083801,NA,5,BC,0.0,,0.0,
5695,"BEC (Meidinger and Pojar, 1991)",754,Brunisolic,53.66437149,128.9172058,NA,1,L,1197.0,14659.0,1197.0,146.59
5696,"BEC (Meidinger and Pojar, 1991)",754,Brunisolic,53.66437149,128.9172058,NA,2,Fm,3590.0,,3590.0,
5697,"BEC (Meidinger and Pojar, 1991)",754,Brunisolic,53.66437149,128.9172058,NA,3,H,2468.0,,2468.0,
5698,"BEC (Meidinger and Pojar, 1991)",754,Brunisolic,53.66437149,128.9172058,NA,4,Ah,3559.0,,3559.0,
5699,"BEC (Meidinger and Pojar, 1991)",754,Brunisolic,53.66437149,128.9172058,NA,5,Bm,609.0,,609.0,
5700,"BEC (Meidinger and Pojar, 1991)",754,Brunisolic,53.66437149,128.9172058,NA,6,Ahb,3236.0,,3236.0,
5701,"BEC (Meidinger and Pojar, 1991)",754,Brunisolic,53.66437149,128.9172058,NA,7,B/C,0.0,,0.0,
5702,"BEC (Meidinger and Pojar, 1991)",755,Podzolic,54.05950165,128.5334015,NA,1,L,605.0,20609.0,605.0,206.09
5703,"BEC (Meidinger and Pojar, 1991)",755,Podzolic,54.05950165,128.5334015,NA,2,F,9679.0,,9679.0,
5704,"BEC (Meidinger and Pojar, 1991)",755,Podzolic,54.05950165,128.5334015,NA,3,H,513.0,,513.0,
5705,"BEC (Meidinger and Pojar, 1991)",755,Podzolic,54.05950165,128.5334015,NA,4,Bhf,444.0,,444.0,
5706,"BEC (Meidinger and Pojar, 1991)",755,Podzolic,54.05950165,128.5334015,NA,5,Bf,6334.0,,6334.0,
5707,"BEC (Meidinger and Pojar, 1991)",755,Podzolic,54.05950165,128.5334015,NA,6,Bm,3034.0,,3034.0,
5708,"BEC (Meidinger and Pojar, 1991)",756,Podzolic,54.12126923,128.5323029,NA,1,L,1210.0,29225.0,1210.0,292.25
5709,"BEC (Meidinger and Pojar, 1991)",756,Podzolic,54.12126923,128.5323029,NA,2,Fa,3025.0,,3025.0,
5710,"BEC (Meidinger and Pojar, 1991)",756,Podzolic,54.12126923,128.5323029,NA,3,Hh,6670.0,,6670.0,
5711,"BEC (Meidinger and Pojar, 1991)",756,Podzolic,54.12126923,128.5323029,NA,4,Ahe,11798.0,,11798.0,
5712,"BEC (Meidinger and Pojar, 1991)",756,Podzolic,54.12126923,128.5323029,NA,5,Bf1,3167.0,,3167.0,
5713,"BEC (Meidinger and Pojar, 1991)",756,Podzolic,54.12126923,128.5323029,NA,6,Bf2,3355.0,,3355.0,
5714,"BEC (Meidinger and Pojar, 1991)",757,Organic,54.06092072,128.6219025,NA,1,L,827.0,35632.0,827.0,356.32
5715,"BEC (Meidinger and Pojar, 1991)",757,Organic,54.06092072,128.6219025,NA,2,F,23566.0,,23566.0,
5716,"BEC (Meidinger and Pojar, 1991)",757,Organic,54.06092072,128.6219025,NA,3,Bhf,937.0,,937.0,
5717,"BEC (Meidinger and Pojar, 1991)",757,Organic,54.06092072,128.6219025,NA,4,Bfcgj,10302.0,,10302.0,
5718,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,54.13233185,128.5708008,NA,1,Ls,844.0,31279.0,844.0,312.79
5719,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,54.13233185,128.5708008,NA,2,Fz,1126.0,,1126.0,
5720,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,54.13233185,128.5708008,NA,3,Hzi,2092.0,,2092.0,
5721,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,54.13233185,128.5708008,NA,4,IC,1032.0,,1032.0,
5722,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,54.13233185,128.5708008,NA,5,IICgj,1275.0,,1275.0,
5723,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,54.13233185,128.5708008,NA,6,Hb,24060.0,,24060.0,
5724,"BEC (Meidinger and Pojar, 1991)",758,Regosolic,54.13233185,128.5708008,NA,7,IIIC,850.0,,850.0,
5725,"BEC (Meidinger and Pojar, 1991)",759,Regosolic,54.11457062,128.6121979,NA,1,L,563.0,5926.0,563.0,59.26
5726,"BEC (Meidinger and Pojar, 1991)",759,Regosolic,54.11457062,128.6121979,NA,2,C,202.0,,202.0,
5727,"BEC (Meidinger and Pojar, 1991)",759,Regosolic,54.11457062,128.6121979,NA,3,2Cgj,1275.0,,1275.0,
5728,"BEC (Meidinger and Pojar, 1991)",759,Regosolic,54.11457062,128.6121979,NA,4,Ob,1407.0,,1407.0,
5729,"BEC (Meidinger and Pojar, 1991)",759,Regosolic,54.11457062,128.6121979,NA,5,3Cgj,2479.0,,2479.0,
5730,"BEC (Meidinger and Pojar, 1991)",760,Podzolic,54.82056046,127.9167023,NA,1,Ln,302.0,12487.0,302.0,124.87
5731,"BEC (Meidinger and Pojar, 1991)",760,Podzolic,54.82056046,127.9167023,NA,2,Fm,3025.0,,3025.0,
5732,"BEC (Meidinger and Pojar, 1991)",760,Podzolic,54.82056046,127.9167023,NA,3,Ae,1242.0,,1242.0,
5733,"BEC (Meidinger and Pojar, 1991)",760,Podzolic,54.82056046,127.9167023,NA,4,Bf1,2745.0,,2745.0,
5734,"BEC (Meidinger and Pojar, 1991)",760,Podzolic,54.82056046,127.9167023,NA,5,Bf2,4223.0,,4223.0,
5735,"BEC (Meidinger and Pojar, 1991)",760,Podzolic,54.82056046,127.9167023,NA,6,BC,950.0,,950.0,
5736,"BEC (Meidinger and Pojar, 1991)",761,Gleysolic,54.98563004,127.7593002,NA,1,Ln,1010.0,15973.0,1010.0,159.73
5737,"BEC (Meidinger and Pojar, 1991)",761,Gleysolic,54.98563004,127.7593002,NA,2,Fm,1515.0,,1515.0,
5738,"BEC (Meidinger and Pojar, 1991)",761,Gleysolic,54.98563004,127.7593002,NA,3,Hr,5220.0,,5220.0,
5739,"BEC (Meidinger and Pojar, 1991)",761,Gleysolic,54.98563004,127.7593002,NA,4,Bg,5373.0,,5373.0,
5740,"BEC (Meidinger and Pojar, 1991)",761,Gleysolic,54.98563004,127.7593002,NA,5,Bg,2855.0,,2855.0,
5741,"BEC (Meidinger and Pojar, 1991)",762,Podzolic,54.28607941,128.4745026,NA,1,Ln,1210.0,31413.0,1210.0,314.13
5742,"BEC (Meidinger and Pojar, 1991)",762,Podzolic,54.28607941,128.4745026,NA,2,Fm,3025.0,,3025.0,
5743,"BEC (Meidinger and Pojar, 1991)",762,Podzolic,54.28607941,128.4745026,NA,3,Hr,8723.0,,8723.0,
5744,"BEC (Meidinger and Pojar, 1991)",762,Podzolic,54.28607941,128.4745026,NA,4,Ae,8848.0,,8848.0,
5745,"BEC (Meidinger and Pojar, 1991)",762,Podzolic,54.28607941,128.4745026,NA,5,Bm,1584.0,,1584.0,
5746,"BEC (Meidinger and Pojar, 1991)",762,Podzolic,54.28607941,128.4745026,NA,6,Bf,8023.0,,8023.0,
5747,"BEC (Meidinger and Pojar, 1991)",763,Brunisolic,55.0284996,127.7322006,NA,1,S,,6078.0,,60.78
5748,"BEC (Meidinger and Pojar, 1991)",763,Brunisolic,55.0284996,127.7322006,NA,2,Fm,2992.0,,2992.0,
5749,"BEC (Meidinger and Pojar, 1991)",763,Brunisolic,55.0284996,127.7322006,NA,3,FH,598.0,,598.0,
5750,"BEC (Meidinger and Pojar, 1991)",763,Brunisolic,55.0284996,127.7322006,NA,4,Bfj,816.0,,816.0,
5751,"BEC (Meidinger and Pojar, 1991)",763,Brunisolic,55.0284996,127.7322006,NA,5,Bm,1044.0,,1044.0,
5752,"BEC (Meidinger and Pojar, 1991)",763,Brunisolic,55.0284996,127.7322006,NA,6,BC,628.0,,628.0,
5753,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,54.26792908,128.4978943,NA,1,L,1197.0,14199.0,1197.0,141.99
5754,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,54.26792908,128.4978943,NA,2,Fz,1795.0,,1795.0,
5755,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,54.26792908,128.4978943,NA,3,Hz,987.0,,987.0,
5756,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,54.26792908,128.4978943,NA,4,Ah,1798.0,,1798.0,
5757,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,54.26792908,128.4978943,NA,5,Bm1,1008.0,,1008.0,
5758,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,54.26792908,128.4978943,NA,6,Bm2,2880.0,,2880.0,
5759,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,54.26792908,128.4978943,NA,7,Ahb,1798.0,,1798.0,
5760,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,54.26792908,128.4978943,NA,8,Bmb1,2016.0,,2016.0,
5761,"BEC (Meidinger and Pojar, 1991)",764,Brunisolic,54.26792908,128.4978943,NA,9,Bmb2,720.0,,720.0,
5762,"BEC (Meidinger and Pojar, 1991)",765,Brunisolic,55.04563904,127.7230988,NA,1,L,1197.0,19712.0,1197.0,197.12
5763,"BEC (Meidinger and Pojar, 1991)",765,Brunisolic,55.04563904,127.7230988,NA,2,FHa,5386.0,,5386.0,
5764,"BEC (Meidinger and Pojar, 1991)",765,Brunisolic,55.04563904,127.7230988,NA,3,Hh,3949.0,,3949.0,
5765,"BEC (Meidinger and Pojar, 1991)",765,Brunisolic,55.04563904,127.7230988,NA,4,Ah,3775.0,,3775.0,
5766,"BEC (Meidinger and Pojar, 1991)",765,Brunisolic,55.04563904,127.7230988,NA,5,Bm,5405.0,,5405.0,
5767,"BEC (Meidinger and Pojar, 1991)",766,Brunisolic,55.03771973,127.7397995,NA,1,Lv,598.0,8760.0,598.0,87.6
5768,"BEC (Meidinger and Pojar, 1991)",766,Brunisolic,55.03771973,127.7397995,NA,2,Fm,1197.0,,1197.0,
5769,"BEC (Meidinger and Pojar, 1991)",766,Brunisolic,55.03771973,127.7397995,NA,3,Bm1,2610.0,,2610.0,
5770,"BEC (Meidinger and Pojar, 1991)",766,Brunisolic,55.03771973,127.7397995,NA,4,Bm2,3828.0,,3828.0,
5771,"BEC (Meidinger and Pojar, 1991)",766,Brunisolic,55.03771973,127.7397995,NA,5,C,527.0,,527.0,
5772,"BEC (Meidinger and Pojar, 1991)",767,Brunisolic,55.03186035,127.7502975,NA,1,Lv,598.0,10811.0,598.0,108.11
5773,"BEC (Meidinger and Pojar, 1991)",767,Brunisolic,55.03186035,127.7502975,NA,2,Fm,2394.0,,2394.0,
5774,"BEC (Meidinger and Pojar, 1991)",767,Brunisolic,55.03186035,127.7502975,NA,3,Hh,2962.0,,2962.0,
5775,"BEC (Meidinger and Pojar, 1991)",767,Brunisolic,55.03186035,127.7502975,NA,4,Ah,360.0,,360.0,
5776,"BEC (Meidinger and Pojar, 1991)",767,Brunisolic,55.03186035,127.7502975,NA,5,Bm1,1583.0,,1583.0,
5777,"BEC (Meidinger and Pojar, 1991)",767,Brunisolic,55.03186035,127.7502975,NA,6,Bm2,2088.0,,2088.0,
