id,source,pedon_id,order,lat,lon,latlon_q,horizon_number,horizon,ccontent,total_c,ccontent_1m,total_c_1m
630,Oswald 1973 Rep BC-43,2890,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,1,LFH,14619.0,41935.0,14619.0,419.35
631,Oswald 1973 Rep BC-43,2890,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,2,Ae,2274.0,,2274.0,
632,Oswald 1973 Rep BC-43,2890,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,3,Bhf1,8781.0,,8781.0,
633,Oswald 1973 Rep BC-43,2890,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,4,Bhf2,16261.0,,16261.0,
634,Oswald 1973 Rep BC-43,2891,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,17017.0,70536.0,17017.0,705.36
635,Oswald 1973 Rep BC-43,2891,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ae,3638.0,,3638.0,
636,Oswald 1973 Rep BC-43,2891,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh,14044.0,,14044.0,
637,Oswald 1973 Rep BC-43,2891,Orthic Humic Podzol,48.92,-124.97,LOW,4,BC,35837.0,,35837.0,
638,Oswald 1973 Rep BC-43,2892,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,1,LFH,3965.0,52745.0,3965.0,527.45
639,Oswald 1973 Rep BC-43,2892,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,2,Ah,17784.0,,17784.0,
640,Oswald 1973 Rep BC-43,2892,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,3,Bhf1,9878.0,,9878.0,
641,Oswald 1973 Rep BC-43,2892,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,4,Bhf2,21118.0,,21118.0,
642,Oswald 1973 Rep BC-43,2892,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,5,Rock,,,,
643,Oswald 1973 Rep BC-43,2893,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,1914.0,22405.0,1914.0,224.05
644,Oswald 1973 Rep BC-43,2893,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ae,3469.0,,3469.0,
645,Oswald 1973 Rep BC-43,2893,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh,9331.0,,9331.0,
646,Oswald 1973 Rep BC-43,2893,Orthic Humic Podzol,48.92,-124.97,LOW,4,Bf,3898.0,,3898.0,
647,Oswald 1973 Rep BC-43,2893,Orthic Humic Podzol,48.92,-124.97,LOW,5,C,3793.0,,3793.0,
648,Oswald 1973 Rep BC-43,2894,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,2420.0,22746.0,2420.0,227.46
649,Oswald 1973 Rep BC-43,2894,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ae,1739.0,,1739.0,
650,Oswald 1973 Rep BC-43,2894,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh,2351.0,,2351.0,
651,Oswald 1973 Rep BC-43,2894,Orthic Humic Podzol,48.92,-124.97,LOW,4,C,16236.0,,16236.0,
652,Oswald 1973 Rep BC-43,2895,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,3267.0,54622.0,3267.0,546.22
653,Oswald 1973 Rep BC-43,2895,Orthic Humic Podzol,48.92,-124.97,LOW,2,Bh1,20159.0,,20159.0,
654,Oswald 1973 Rep BC-43,2895,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh2,31196.0,,31196.0,
655,Oswald 1973 Rep BC-43,2895,Orthic Humic Podzol,48.92,-124.97,LOW,4,Rock,,,,
656,Oswald 1973 Rep BC-43,2896,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,11334.0,59571.0,11334.0,595.71
657,Oswald 1973 Rep BC-43,2896,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ae,4548.0,,4548.0,
658,Oswald 1973 Rep BC-43,2896,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh,15311.0,,15311.0,
659,Oswald 1973 Rep BC-43,2896,Orthic Humic Podzol,48.92,-124.97,LOW,4,Bhf1,12444.0,,12444.0,
660,Oswald 1973 Rep BC-43,2896,Orthic Humic Podzol,48.92,-124.97,LOW,5,Bhf2,15934.0,,15934.0,
661,Oswald 1973 Rep BC-43,2896,Orthic Humic Podzol,48.92,-124.97,LOW,6,Rock,,,,
662,Oswald 1973 Rep BC-43,2897,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,1,LFH,18900.0,53820.0,18900.0,538.2
663,Oswald 1973 Rep BC-43,2897,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,2,Bf,7797.0,,7797.0,
664,Oswald 1973 Rep BC-43,2897,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,3,BC,12793.0,,12793.0,
665,Oswald 1973 Rep BC-43,2897,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,4,C,14330.0,,14330.0,
666,Oswald 1973 Rep BC-43,2898,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,3432.0,61114.0,3432.0,611.14
667,Oswald 1973 Rep BC-43,2898,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ah1,8367.0,,8367.0,
668,Oswald 1973 Rep BC-43,2898,Orthic Humic Podzol,48.92,-124.97,LOW,3,Ah2,8954.0,,8954.0,
669,Oswald 1973 Rep BC-43,2898,Orthic Humic Podzol,48.92,-124.97,LOW,4,Bh,16161.0,,16161.0,
670,Oswald 1973 Rep BC-43,2898,Orthic Humic Podzol,48.92,-124.97,LOW,5,Bhf,7934.0,,7934.0,
671,Oswald 1973 Rep BC-43,2898,Orthic Humic Podzol,48.92,-124.97,LOW,6,Bf,16266.0,,16266.0,
672,Oswald 1973 Rep BC-43,2899,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,1,LFH,5424.0,62540.0,5424.0,625.4
673,Oswald 1973 Rep BC-43,2899,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,2,Ah,12945.0,,12945.0,
674,Oswald 1973 Rep BC-43,2899,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,3,Bf1,12921.0,,12921.0,
675,Oswald 1973 Rep BC-43,2899,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,4,Bf2,12838.0,,12838.0,
676,Oswald 1973 Rep BC-43,2899,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,5,C,18412.0,,18412.0,
677,Oswald 1973 Rep BC-43,2900,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,1,LFH,18141.0,58023.0,18141.0,580.23
678,Oswald 1973 Rep BC-43,2900,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,2,Ae,5179.0,,5179.0,
679,Oswald 1973 Rep BC-43,2900,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,3,Bhf1,10380.0,,10380.0,
680,Oswald 1973 Rep BC-43,2900,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,4,Bhf2,24323.0,,24323.0,
681,Oswald 1973 Rep BC-43,2900,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,5,Rock,,,,
682,Oswald 1973 Rep BC-43,2901,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,7187.0,88480.0,7187.0,884.8
683,Oswald 1973 Rep BC-43,2901,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ah,22449.0,,22449.0,
684,Oswald 1973 Rep BC-43,2901,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh,18865.0,,18865.0,
685,Oswald 1973 Rep BC-43,2901,Orthic Humic Podzol,48.92,-124.97,LOW,4,Bf,39979.0,,39979.0,
686,Oswald 1973 Rep BC-43,2902,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,3377.0,76676.0,3377.0,766.76
687,Oswald 1973 Rep BC-43,2902,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ah,10638.0,,10638.0,
688,Oswald 1973 Rep BC-43,2902,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh,8990.0,,8990.0,
689,Oswald 1973 Rep BC-43,2902,Orthic Humic Podzol,48.92,-124.97,LOW,4,Bhf1,8575.0,,8575.0,
690,Oswald 1973 Rep BC-43,2902,Orthic Humic Podzol,48.92,-124.97,LOW,5,Bhf2,8264.0,,8264.0,
691,Oswald 1973 Rep BC-43,2902,Orthic Humic Podzol,48.92,-124.97,LOW,6,C,36832.0,,36832.0,
692,Oswald 1973 Rep BC-43,2903,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,1,LFH,3220.0,47168.0,3220.0,471.68
693,Oswald 1973 Rep BC-43,2903,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,2,Ah,9813.0,,9813.0,
694,Oswald 1973 Rep BC-43,2903,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,3,Bf1,7663.0,,7663.0,
695,Oswald 1973 Rep BC-43,2903,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,4,Bf2,11152.0,,11152.0,
696,Oswald 1973 Rep BC-43,2903,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,5,Bhf,15320.0,,15320.0,
697,Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,14753.0,62945.0,14753.0,629.45
698,Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ae,2332.0,,2332.0,
699,Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh,4964.0,,4964.0,
700,Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,48.92,-124.97,LOW,4,Bhf1,8211.0,,8211.0,
701,Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,48.92,-124.97,LOW,5,Bhf2,9178.0,,9178.0,
702,Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,48.92,-124.97,LOW,6,Bhf3,7595.0,,7595.0,
703,Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,48.92,-124.97,LOW,7,C,15912.0,,15912.0,
704,Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,48.92,-124.97,LOW,8,Rock,,,,
705,Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,1,LFH,9114.0,35914.0,9114.0,359.14
706,Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,2,Ah,4197.0,,4197.0,
707,Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,3,Bf1,3229.0,,3229.0,
708,Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,4,Bf2,4129.0,,4129.0,
709,Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,5,Bf3,4151.0,,4151.0,
710,Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,6,Bhf,11094.0,,11094.0,
711,Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,7,Rock,,,,
712,Oswald 1973 Rep BC-43,2907,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,4633.0,43261.0,4633.0,432.61
713,Oswald 1973 Rep BC-43,2907,Orthic Humic Podzol,48.92,-124.97,LOW,2,Bh1,25490.0,,25490.0,
714,Oswald 1973 Rep BC-43,2907,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh2,13138.0,,13138.0,
715,Oswald 1973 Rep BC-43,2907,Orthic Humic Podzol,48.92,-124.97,LOW,4,Rock,,,,
716,Oswald 1973 Rep BC-43,2908,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,1,Ah,12866.0,39456.0,12866.0,394.56
717,Oswald 1973 Rep BC-43,2908,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,2,Bhf,6621.0,,6621.0,
718,Oswald 1973 Rep BC-43,2908,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,3,Bf1,4142.0,,4142.0,
719,Oswald 1973 Rep BC-43,2908,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,4,Bf2,8999.0,,8999.0,
720,Oswald 1973 Rep BC-43,2908,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,5,Bf3,6828.0,,6828.0,
721,Oswald 1973 Rep BC-43,2909,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,1,LFH,14830.0,37947.0,14830.0,379.47
722,Oswald 1973 Rep BC-43,2909,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,2,Ah,8225.0,,8225.0,
723,Oswald 1973 Rep BC-43,2909,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,3,Bf,8238.0,,8238.0,
724,Oswald 1973 Rep BC-43,2909,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,4,BC,1654.0,,1654.0,
725,Oswald 1973 Rep BC-43,2909,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,5,C,5000.0,,5000.0,
726,Oswald 1973 Rep BC-43,2910,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,17826.0,50247.0,17826.0,502.47
727,Oswald 1973 Rep BC-43,2910,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ae,2454.0,,2454.0,
728,Oswald 1973 Rep BC-43,2910,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh,2464.0,,2464.0,
729,Oswald 1973 Rep BC-43,2910,Orthic Humic Podzol,48.92,-124.97,LOW,4,Bhf,2711.0,,2711.0,
730,Oswald 1973 Rep BC-43,2910,Orthic Humic Podzol,48.92,-124.97,LOW,5,C,24792.0,,24792.0,
731,Oswald 1973 Rep BC-43,2911,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,869.0,45073.0,869.0,450.73
732,Oswald 1973 Rep BC-43,2911,Orthic Humic Podzol,48.92,-124.97,LOW,2,Bh,4564.0,,4564.0,
733,Oswald 1973 Rep BC-43,2911,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bf,3230.0,,3230.0,
734,Oswald 1973 Rep BC-43,2911,Orthic Humic Podzol,48.92,-124.97,LOW,4,Bhf,36410.0,,36410.0,
735,Oswald 1973 Rep BC-43,2911,Orthic Humic Podzol,48.92,-124.97,LOW,5,Rock,,,,
736,Oswald 1973 Rep BC-43,2912,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,1,LFH,1613.0,36950.0,1613.0,369.5
737,Oswald 1973 Rep BC-43,2912,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,2,Bf1,9075.0,,9075.0,
738,Oswald 1973 Rep BC-43,2912,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,3,Bf2,11908.0,,11908.0,
739,Oswald 1973 Rep BC-43,2912,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,4,Bhf1,7273.0,,7273.0,
740,Oswald 1973 Rep BC-43,2912,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,5,Bhf2,7081.0,,7081.0,
741,Oswald 1973 Rep BC-43,2912,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,6,Rock,,,,
742,Oswald 1973 Rep BC-43,2913,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,3032.0,56303.0,3032.0,563.03
743,Oswald 1973 Rep BC-43,2913,Orthic Humic Podzol,48.92,-124.97,LOW,2,Bh1,9687.0,,9687.0,
744,Oswald 1973 Rep BC-43,2913,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh2,8731.0,,8731.0,
745,Oswald 1973 Rep BC-43,2913,Orthic Humic Podzol,48.92,-124.97,LOW,4,Bhf1,11197.0,,11197.0,
746,Oswald 1973 Rep BC-43,2913,Orthic Humic Podzol,48.92,-124.97,LOW,5,Bhf2,16381.0,,16381.0,
747,Oswald 1973 Rep BC-43,2913,Orthic Humic Podzol,48.92,-124.97,LOW,6,Bf,7275.0,,7275.0,
748,Oswald 1973 Rep BC-43,2914,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,1,Ah,8971.0,37471.0,8971.0,374.71
749,Oswald 1973 Rep BC-43,2914,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,2,Bhf,2948.0,,2948.0,
750,Oswald 1973 Rep BC-43,2914,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,3,Bf,11553.0,,11553.0,
751,Oswald 1973 Rep BC-43,2914,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,4,IC,2230.0,,2230.0,
752,Oswald 1973 Rep BC-43,2914,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,5,IIBf,8894.0,,8894.0,
753,Oswald 1973 Rep BC-43,2914,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,6,IIC,2875.0,,2875.0,
754,Oswald 1973 Rep BC-43,2915,Sombric Ferro-Humic Podzol,48.92,-124.97,LOW,1,LFH,1646.0,52479.0,1646.0,524.79
755,Oswald 1973 Rep BC-43,2915,Sombric Ferro-Humic Podzol,48.92,-124.97,LOW,2,Ah,20835.0,,20835.0,
756,Oswald 1973 Rep BC-43,2915,Sombric Ferro-Humic Podzol,48.92,-124.97,LOW,3,Bf1,11108.0,,11108.0,
757,Oswald 1973 Rep BC-43,2915,Sombric Ferro-Humic Podzol,48.92,-124.97,LOW,4,Bf2,7961.0,,7961.0,
758,Oswald 1973 Rep BC-43,2915,Sombric Ferro-Humic Podzol,48.92,-124.97,LOW,5,Bhf,10929.0,,10929.0,
759,Oswald 1973 Rep BC-43,2916,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,1,Ah,8040.0,50138.0,8040.0,501.38
760,Oswald 1973 Rep BC-43,2916,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,2,Bf,10377.0,,10377.0,
761,Oswald 1973 Rep BC-43,2916,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,3,Bhf1,10529.0,,10529.0,
762,Oswald 1973 Rep BC-43,2916,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,4,Bhf2,14842.0,,14842.0,
763,Oswald 1973 Rep BC-43,2916,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,5,Bhf3,6350.0,,6350.0,
764,Oswald 1973 Rep BC-43,2917,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,1,Ah,6975.0,32583.0,6975.0,325.83
765,Oswald 1973 Rep BC-43,2917,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,2,Bf1,7354.0,,7354.0,
766,Oswald 1973 Rep BC-43,2917,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,3,Bh,5934.0,,5934.0,
767,Oswald 1973 Rep BC-43,2917,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,4,Bf2,1938.0,,1938.0,
768,Oswald 1973 Rep BC-43,2917,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,5,BC,1371.0,,1371.0,
769,Oswald 1973 Rep BC-43,2917,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,6,C,9011.0,,9011.0,
770,Oswald 1973 Rep BC-43,2918,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,1,LFH,2805.0,9941.0,2805.0,99.41
771,Oswald 1973 Rep BC-43,2918,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,2,Bf,5862.0,,5862.0,
772,Oswald 1973 Rep BC-43,2918,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,3,C,1274.0,,1274.0,
773,Oswald 1973 Rep BC-43,2918,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,4,Rock,,,,
774,Oswald 1973 Rep BC-43,2919,Orthic Humic Podzol,48.92,-124.97,LOW,1,Ah,6464.0,59809.0,6464.0,598.09
775,Oswald 1973 Rep BC-43,2919,Orthic Humic Podzol,48.92,-124.97,LOW,2,Bh,26875.0,,26875.0,
776,Oswald 1973 Rep BC-43,2919,Orthic Humic Podzol,48.92,-124.97,LOW,3,BC1,700.0,,700.0,
777,Oswald 1973 Rep BC-43,2919,Orthic Humic Podzol,48.92,-124.97,LOW,4,BC2,10181.0,,10181.0,
778,Oswald 1973 Rep BC-43,2919,Orthic Humic Podzol,48.92,-124.97,LOW,5,C,15589.0,,15589.0,
779,Inselberg et al. 1982 Land Mgmt Rep. 12,2928,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,1,L,546.0,19257.0,546.0,192.57
780,Inselberg et al. 1982 Land Mgmt Rep. 12,2928,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,2,Ah,5659.0,,5659.0,
781,Inselberg et al. 1982 Land Mgmt Rep. 12,2928,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,3,Bf1,5256.0,,5256.0,
782,Inselberg et al. 1982 Land Mgmt Rep. 12,2928,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,4,Bf2,1168.0,,1168.0,
783,Inselberg et al. 1982 Land Mgmt Rep. 12,2928,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,5,Bfj1,3066.0,,3066.0,
784,Inselberg et al. 1982 Land Mgmt Rep. 12,2928,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,6,Bf3,2336.0,,2336.0,
785,Inselberg et al. 1982 Land Mgmt Rep. 12,2928,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,7,Bfj2,1226.0,,1226.0,
786,Inselberg et al. 1982 Land Mgmt Rep. 12,2929,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,1,Ah,7441.0,26580.0,7441.0,265.8
787,Inselberg et al. 1982 Land Mgmt Rep. 12,2929,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,2,Bf,7227.0,,7227.0,
788,Inselberg et al. 1982 Land Mgmt Rep. 12,2929,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,3,Bm,11912.0,,11912.0,
789,Inselberg et al. 1982 Land Mgmt Rep. 12,2930,Sombric Humo-Ferric Podzol,49.28,-124.67,HIGH,1,LFH,5817.0,16393.0,5817.0,163.93
790,Inselberg et al. 1982 Land Mgmt Rep. 12,2930,Sombric Humo-Ferric Podzol,49.28,-124.67,HIGH,2,Ah,3340.0,,3340.0,
791,Inselberg et al. 1982 Land Mgmt Rep. 12,2930,Sombric Humo-Ferric Podzol,49.28,-124.67,HIGH,3,Bf1,2329.0,,2329.0,
792,Inselberg et al. 1982 Land Mgmt Rep. 12,2930,Sombric Humo-Ferric Podzol,49.28,-124.67,HIGH,4,Bf2,2153.0,,2153.0,
793,Inselberg et al. 1982 Land Mgmt Rep. 12,2930,Sombric Humo-Ferric Podzol,49.28,-124.67,HIGH,5,Bm,2754.0,,2754.0,
794,Inselberg et al. 1982 Land Mgmt Rep. 12,2931,Orthic Humic Regosol,49.28,-124.67,HIGH,1,L,286.0,15783.0,286.0,157.83
795,Inselberg et al. 1982 Land Mgmt Rep. 12,2931,Orthic Humic Regosol,49.28,-124.67,HIGH,2,Ah1,8730.0,,8730.0,
796,Inselberg et al. 1982 Land Mgmt Rep. 12,2931,Orthic Humic Regosol,49.28,-124.67,HIGH,3,Ah2,6693.0,,6693.0,
797,Inselberg et al. 1982 Land Mgmt Rep. 12,2931,Orthic Humic Regosol,49.28,-124.67,HIGH,4,C,74.0,,74.0,
798,Inselberg et al. 1982 Land Mgmt Rep. 12,2932,Gleyed Sombric Humo-Ferric Podzol,49.28,-124.67,HIGH,1,L,578.0,33349.0,578.0,333.49
799,Inselberg et al. 1982 Land Mgmt Rep. 12,2932,Gleyed Sombric Humo-Ferric Podzol,49.28,-124.67,HIGH,2,Ah,18340.0,,18340.0,
800,Inselberg et al. 1982 Land Mgmt Rep. 12,2932,Gleyed Sombric Humo-Ferric Podzol,49.28,-124.67,HIGH,3,Bf,6424.0,,6424.0,
801,Inselberg et al. 1982 Land Mgmt Rep. 12,2932,Gleyed Sombric Humo-Ferric Podzol,49.28,-124.67,HIGH,4,Bfgj,5181.0,,5181.0,
802,Inselberg et al. 1982 Land Mgmt Rep. 12,2932,Gleyed Sombric Humo-Ferric Podzol,49.28,-124.67,HIGH,5,Bfg,2826.0,,2826.0,
803,Inselberg et al. 1982 Land Mgmt Rep. 12,2932,Gleyed Sombric Humo-Ferric Podzol,49.28,-124.67,HIGH,6,Rock,,,,
804,Inselberg et al. 1982 Land Mgmt Rep. 12,2933,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,1,LFH,2548.0,10900.0,2548.0,109.0
805,Inselberg et al. 1982 Land Mgmt Rep. 12,2933,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,2,Bf1,3329.0,,3329.0,
806,Inselberg et al. 1982 Land Mgmt Rep. 12,2933,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,3,Bm1,643.0,,643.0,
807,Inselberg et al. 1982 Land Mgmt Rep. 12,2933,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,4,Bf2,4380.0,,4380.0,
808,Inselberg et al. 1982 Land Mgmt Rep. 12,2934,Orthic Dystric Brunisol,49.28,-124.67,HIGH,1,LFH,4224.0,16546.0,4224.0,165.46
809,Inselberg et al. 1982 Land Mgmt Rep. 12,2934,Orthic Dystric Brunisol,49.28,-124.67,HIGH,2,Ahj,2825.0,,2825.0,
810,Inselberg et al. 1982 Land Mgmt Rep. 12,2934,Orthic Dystric Brunisol,49.28,-124.67,HIGH,3,Bm1,3509.0,,3509.0,
811,Inselberg et al. 1982 Land Mgmt Rep. 12,2934,Orthic Dystric Brunisol,49.28,-124.67,HIGH,4,Bfj1,2833.0,,2833.0,
812,Inselberg et al. 1982 Land Mgmt Rep. 12,2934,Orthic Dystric Brunisol,49.28,-124.67,HIGH,5,Bm2,2537.0,,2537.0,
813,Inselberg et al. 1982 Land Mgmt Rep. 12,2934,Orthic Dystric Brunisol,49.28,-124.67,HIGH,6,Bfj2,618.0,,618.0,
814,Inselberg et al. 1982 Land Mgmt Rep. 12,2935,Orthic Dystric Brunisol,49.28,-124.67,HIGH,1,LFH,7008.0,12474.0,7008.0,124.74
815,Inselberg et al. 1982 Land Mgmt Rep. 12,2935,Orthic Dystric Brunisol,49.28,-124.67,HIGH,2,Ah,2073.0,,2073.0,
816,Inselberg et al. 1982 Land Mgmt Rep. 12,2935,Orthic Dystric Brunisol,49.28,-124.67,HIGH,3,Bm1,2523.0,,2523.0,
817,Inselberg et al. 1982 Land Mgmt Rep. 12,2935,Orthic Dystric Brunisol,49.28,-124.67,HIGH,4,Bm2,870.0,,870.0,
818,Inselberg et al. 1982 Land Mgmt Rep. 12,2935,Orthic Dystric Brunisol,49.28,-124.67,HIGH,5,Bm3,0.0,,0.0,
819,Inselberg et al. 1982 Land Mgmt Rep. 12,2936,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,1,LFH,3920.0,29668.0,3920.0,296.68
820,Inselberg et al. 1982 Land Mgmt Rep. 12,2936,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,2,Ah,11109.0,,11109.0,
821,Inselberg et al. 1982 Land Mgmt Rep. 12,2936,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,3,Bf1,1942.0,,1942.0,
822,Inselberg et al. 1982 Land Mgmt Rep. 12,2936,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,4,Bf2,4088.0,,4088.0,
823,Inselberg et al. 1982 Land Mgmt Rep. 12,2936,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,5,Bfj,5694.0,,5694.0,
824,Inselberg et al. 1982 Land Mgmt Rep. 12,2936,Orthic Humo-Ferric Podzol,49.28,-124.67,HIGH,6,Bm,2915.0,,2915.0,
825,Inselberg et al. 1982 Land Mgmt Rep. 12,2937,Orthic Sombric Brunisol,49.28,-124.67,HIGH,1,L,608.0,12463.0,608.0,124.63
