id,source,pedon_id,order,horizon_number,horizon,horizon_type,depth2,depth1,depth,bulk_density,bd_method,cf,cf_method,cconc,cconc_method,ccontent,ccontent_1m
164,KRANABETTER AND BANNER 2000,Diana3,Orthic Humo-Ferric Podzol,5,Bfh,,-1.0,-42.0,41.0,1.46,0,50.0,0,4.4,0,13169.0,13169.0
165,KRANABETTER AND BANNER 2000,Diana3,Orthic Humo-Ferric Podzol,6,BC,,-42.0,-100.0,58.0,1.19,0,50.0,0,1.59,2,5487.0,5487.0
166,KRANABETTER AND BANNER 2000,Diana4,Orthic Ferro-Humic Podozol,1,L,,11.0,10.0,1.0,0.11,0,0.0,2,54.7,0,602.0,602.0
167,KRANABETTER AND BANNER 2000,Diana4,Orthic Ferro-Humic Podozol,2,Fm,,10.0,9.0,1.0,0.11,0,0.0,2,54.7,0,602.0,602.0
168,KRANABETTER AND BANNER 2000,Diana4,Orthic Ferro-Humic Podozol,3,Hr,,9.0,1.0,8.0,0.11,0,0.0,2,54.7,0,4814.0,4814.0
169,KRANABETTER AND BANNER 2000,Diana4,Orthic Ferro-Humic Podozol,4,Hh,,1.0,0.0,1.0,0.11,0,0.0,2,54.7,0,602.0,602.0
170,KRANABETTER AND BANNER 2000,Diana4,Orthic Ferro-Humic Podozol,5,Bhf1,,0.0,-15.0,15.0,0.86,0,40.0,0,5.3,0,4102.0,4102.0
171,KRANABETTER AND BANNER 2000,Diana4,Orthic Ferro-Humic Podozol,6,Bhf2,,-15.0,-50.0,35.0,0.86,0,40.0,0,4.46,2,8055.0,8055.0
172,KRANABETTER AND BANNER 2000,Diana4,Orthic Ferro-Humic Podozol,7,BC,,-50.0,-100.0,50.0,1.71,0,40.0,0,1.65,2,8464.0,8464.0
173,KRANABETTER AND BANNER 2000,SmithIsland5,Orthic Ferro-Humic Podozol,1,L,,15.0,14.0,1.0,0.11,0,0.0,2,54.2,0,596.0,596.0
174,KRANABETTER AND BANNER 2000,SmithIsland5,Orthic Ferro-Humic Podozol,2,Hr,,14.0,3.0,11.0,0.11,0,0.0,2,54.2,0,6558.0,6558.0
175,KRANABETTER AND BANNER 2000,SmithIsland5,Orthic Ferro-Humic Podozol,3,Hzi,,3.0,0.0,3.0,0.11,0,0.0,2,54.2,0,1789.0,1789.0
176,KRANABETTER AND BANNER 2000,SmithIsland5,Orthic Ferro-Humic Podozol,4,Ae,,0.0,-1.0,1.0,0.93,0,0.0,2,10.5,0,976.0,976.0
177,KRANABETTER AND BANNER 2000,SmithIsland5,Orthic Ferro-Humic Podozol,5,Bhf,,-1.0,-40.0,39.0,0.86,0,20.0,0,10.5,0,28174.0,28174.0
178,KRANABETTER AND BANNER 2000,SmithIsland5,Orthic Ferro-Humic Podozol,6,BC,,-40.0,-90.0,50.0,1.71,0,20.0,0,3.75,2,25650.0,25650.0
179,KRANABETTER AND BANNER 2000,Giltoyees6,Hemic Folisol (used podzol Db),1,L,,46.0,45.0,1.0,0.14,0,0.0,2,56.8,0,795.0,795.0
180,KRANABETTER AND BANNER 2000,Giltoyees6,Hemic Folisol (used podzol Db),2,Hr,,45.0,0.0,45.0,0.14,0,0.0,2,56.8,0,35784.0,35784.0
181,KRANABETTER AND BANNER 2000,Giltoyees6,Hemic Folisol (used podzol Db),3,C,,0.0,-1.0,1.0,1.74,0,0.0,0,6.7,0,1166.0,1166.0
182,KRANABETTER AND BANNER 2000,WorkIs7,Orthic Humo-Ferric Podzol,1,L,,11.0,10.0,1.0,0.14,0,0.0,2,50.5,0,707.0,707.0
183,KRANABETTER AND BANNER 2000,WorkIs7,Orthic Humo-Ferric Podzol,2,Hr,,10.0,2.0,8.0,0.14,0,0.0,2,50.5,0,5656.0,5656.0
184,KRANABETTER AND BANNER 2000,WorkIs7,Orthic Humo-Ferric Podzol,3,Hh,,2.0,0.0,2.0,0.14,0,0.0,2,50.5,0,1414.0,1414.0
185,KRANABETTER AND BANNER 2000,WorkIs7,Orthic Humo-Ferric Podzol,4,Ae,,0.0,-5.0,5.0,1.31,0,12.0,0,3.8,0,2190.0,2190.0
186,KRANABETTER AND BANNER 2000,WorkIs7,Orthic Humo-Ferric Podzol,5,Bf,,-5.0,-100.0,95.0,1.46,0,12.0,0,2.23,2,27218.0,27218.0
187,KRANABETTER AND BANNER 2000,Boatbluff8,Orthic Ferro-Humic Podozol,1,L,,18.0,17.0,1.0,0.11,0,0.0,2,54.0,0,594.0,594.0
188,KRANABETTER AND BANNER 2000,Boatbluff8,Orthic Ferro-Humic Podozol,2,Hr,,17.0,12.0,5.0,0.11,0,0.0,2,54.0,0,2970.0,2970.0
189,KRANABETTER AND BANNER 2000,Boatbluff8,Orthic Ferro-Humic Podozol,3,Hh,,12.0,0.0,12.0,0.11,0,0.0,2,54.0,0,7128.0,7128.0
190,KRANABETTER AND BANNER 2000,Boatbluff8,Orthic Ferro-Humic Podozol,4,Bhf,,0.0,-40.0,40.0,0.86,0,60.0,0,3.8,0,5229.0,5229.0
191,KRANABETTER AND BANNER 2000,Boatbluff8,Orthic Ferro-Humic Podozol,5,BC,,-40.0,-75.0,35.0,1.71,0,60.0,0,1.2,2,2873.0,2873.0
192,KRANABETTER AND BANNER 2000,Aristazabal9,Orthic Humo-Ferric Podzol,1,L,,8.0,7.0,1.0,0.14,0,0.0,2,55.2,0,773.0,773.0
193,KRANABETTER AND BANNER 2000,Aristazabal9,Orthic Humo-Ferric Podzol,2,Hr,,7.0,0.5,7.0,0.14,0,0.0,2,55.2,0,5410.0,5410.0
194,KRANABETTER AND BANNER 2000,Aristazabal9,Orthic Humo-Ferric Podzol,3,Hh,,0.5,0.0,1.0,0.14,0,0.0,2,55.2,0,773.0,773.0
195,KRANABETTER AND BANNER 2000,Aristazabal9,Orthic Humo-Ferric Podzol,4,Bf,,0.0,-30.0,30.0,1.46,0,5.0,0,5.0,0,20805.0,20805.0
196,KRANABETTER AND BANNER 2000,Aristazabal9,Orthic Humo-Ferric Podzol,5,Bhf,,-30.0,-32.0,2.0,1.46,0,5.0,0,0.41,2,114.0,114.0
197,KRANABETTER AND BANNER 2000,EmilyCarr10,Orthic Drystic Burnisol,1,L,,13.0,12.0,1.0,0.16,0,0.0,2,56.8,0,909.0,909.0
198,KRANABETTER AND BANNER 2000,EmilyCarr10,Orthic Drystic Burnisol,2,Fm,,12.0,10.0,2.0,0.16,0,0.0,2,56.8,0,1818.0,1818.0
199,KRANABETTER AND BANNER 2000,EmilyCarr10,Orthic Drystic Burnisol,3,Hr,,10.0,0.0,10.0,0.16,0,0.0,2,56.8,0,9088.0,9088.0
200,KRANABETTER AND BANNER 2000,EmilyCarr10,Orthic Drystic Burnisol,4,Bm,,0.0,-30.0,30.0,1.45,0,15.0,0,1.2,0,4437.0,4437.0
201,KRANABETTER AND BANNER 2000,EmilyCarr10,Orthic Drystic Burnisol,5,Bhf,,-30.0,-32.0,2.0,1.03,0,15.0,0,0.1,2,18.0,18.0
202,KRANABETTER AND BANNER 2000,Campania11,Orthic Drystic Burnisol,1,L,,6.0,5.0,1.0,0.16,0,0.0,2,45.8,0,733.0,733.0
203,KRANABETTER AND BANNER 2000,Campania11,Orthic Drystic Burnisol,2,Fm,,5.0,0.0,5.0,0.16,0,0.0,2,45.8,0,3664.0,3664.0
204,KRANABETTER AND BANNER 2000,Campania11,Orthic Drystic Burnisol,3,Bm,,0.0,-8.0,8.0,1.45,0,25.0,0,4.3,0,3741.0,3741.0
205,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,1,L,,22.0,21.0,1.0,0.11,0,0.0,2,51.5,0,566.0,566.0
206,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,2,Fm,,21.0,17.0,4.0,0.11,0,0.0,2,51.5,0,2266.0,2266.0
207,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,3,Hr,,17.0,7.0,10.0,0.11,0,0.0,2,51.5,0,5665.0,5665.0
208,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,4,Hh,,7.0,0.0,7.0,0.11,0,0.0,2,51.5,0,3966.0,3966.0
209,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,5,Ah,,0.0,-7.0,7.0,0.93,0,0.0,2,6.8,0,4427.0,4427.0
210,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,6,Ae,,-7.0,-15.0,8.0,0.93,0,0.0,2,6.8,0,5059.0,5059.0
211,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,7,Bhf,,-15.0,-30.0,15.0,0.86,0,0.0,0,6.8,0,8772.0,8772.0
212,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,8,BC,,-30.0,-40.0,10.0,1.71,0,0.0,0,6.76,2,11560.0,11560.0
213,KRANABETTER AND BANNER 2000,Hanmer12,Orthic Ferro-Humic Podozol,9,C,,-40.0,-75.0,35.0,1.74,0,0.0,0,2.15,2,13094.0,13094.0
214,KRANABETTER AND BANNER 2000,Oona,Folisol (but horizons like pod),1,L,,46.0,45.0,1.0,0.14,0,0.0,2,45.0,0,630.0,630.0
215,KRANABETTER AND BANNER 2000,Oona,Folisol (but horizons like pod),2,Hr,,45.0,20.0,25.0,0.14,0,0.0,2,45.0,0,15750.0,15750.0
216,KRANABETTER AND BANNER 2000,Oona,Folisol (but horizons like pod),3,Hh,,20.0,0.0,20.0,0.14,0,0.0,2,45.0,0,12600.0,12600.0
217,KRANABETTER AND BANNER 2000,Oona,Folisol (but horizons like pod),4,Ae,,0.0,-5.0,5.0,0.93,0,0.0,2,4.3,0,2000.0,2000.0
218,KRANABETTER AND BANNER 2000,Oona,Folisol (but horizons like pod),5,Bf,,-5.0,-20.0,15.0,1.46,0,0.0,0,4.3,0,9417.0,9417.0
219,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,1,Om1,,15.0,8.0,7.0,0.12,0,0.0,0,32.69,0,2746.0,2746.0
220,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,2,Om2,,8.0,0.0,8.0,0.12,0,0.0,0,23.02,0,2210.0,2210.0
221,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,3,Bh,,0.0,-14.0,14.0,0.86,0,20.0,0,3.3,0,3179.0,3179.0
222,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,4,Bhc1,,-14.0,-36.0,22.0,0.86,0,20.0,0,3.18,0,4813.0,4813.0
223,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,5,Bmc,,-36.0,-50.0,14.0,0.86,0,30.0,0,0.93,0,784.0,784.0
224,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,6,Bhc2,,-50.0,-70.0,20.0,0.86,0,30.0,0,1.1,0,1324.0,1324.0
225,Hakai DSM pedon master data file,BC15-21,Orstein Humic Podzol,7,BC,,-70.0,-85.0,15.0,1.73,0,30.0,0,0.71,0,1290.0,1290.0
226,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,1,Fm,,28.0,22.0,6.0,0.14,0,0.0,0,54.87,0,4609.0,4609.0
227,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,2,Hh1,,22.0,12.0,10.0,0.14,0,0.0,0,50.19,0,7027.0,7027.0
228,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,3,Hh2,,12.0,4.0,8.0,0.14,0,0.0,0,37.64,0,4216.0,4216.0
229,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,4,Hhi,,4.0,0.0,4.0,0.14,0,0.0,0,17.66,0,989.0,989.0
230,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,5,Bf,,0.0,-10.0,10.0,1.46,0,20.0,0,4.09,0,4777.0,4777.0
231,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,6,Bfg,,-10.0,-23.0,13.0,1.46,0,20.0,0,2.13,0,3234.0,3234.0
232,Hakai DSM pedon master data file,DSM18,Gleyed Humo-Ferric Podzol,7,Cg,,-23.0,-43.0,20.0,1.57,0,20.0,0,0.45,0,1130.0,1130.0
233,Hakai DSM pedon master data file,DSM52,Humic Folisol,1,Lv,,0.0,-4.0,4.0,0.11,0,0.0,0,52.14,0,2294.0,2294.0
234,Hakai DSM pedon master data file,DSM52,Humic Folisol,2,Faw,,-4.0,-20.0,16.0,0.11,0,0.0,0,57.1,0,10050.0,10050.0
235,Hakai DSM pedon master data file,DSM52,Humic Folisol,3,Hh,,-20.0,-60.0,40.0,0.11,0,0.0,0,53.89,0,23712.0,23712.0
236,Hakai DSM pedon master data file,DSM52,Humic Folisol,4,Hhi,,-60.0,-90.0,30.0,0.11,0,0.0,0,20.29,0,6696.0,6696.0
237,Hakai DSM pedon master data file,DSM52,Humic Folisol,5,Bh,,-90.0,-140.0,50.0,0.86,0,10.0,0,7.53,0,29141.0,5828.0
238,Hakai DSM pedon master data file,DSM54,Humic Folisol,1,Lv,,0.0,-2.0,2.0,0.11,0,0.0,0,56.17,0,1236.0,1236.0
239,Hakai DSM pedon master data file,DSM54,Humic Folisol,2,Fm,,-2.0,-5.0,3.0,0.11,0,0.0,0,56.26,0,1857.0,1857.0
240,Hakai DSM pedon master data file,DSM54,Humic Folisol,3,Hh1,,-5.0,-65.0,60.0,0.11,0,0.0,0,59.15,0,39039.0,39039.0
241,Hakai DSM pedon master data file,DSM54,Humic Folisol,4,Hh2,,-65.0,-100.0,35.0,0.11,0,0.0,0,58.69,0,22596.0,22596.0
242,Hakai DSM pedon master data file,DSM54,Humic Folisol,5,Hh3,,-100.0,-110.0,10.0,0.11,0,0.0,0,59.81,0,6579.0,0.0
243,Hakai DSM pedon master data file,DSM55,Orstein Humic Podzol,1,S/L,,13.0,10.0,3.0,0.11,0,0.0,0,54.55,0,1800.0,1800.0
244,Hakai DSM pedon master data file,DSM55,Orstein Humic Podzol,2,Fm,,10.0,4.0,6.0,0.11,0,0.0,0,47.64,0,3144.0,3144.0
245,Hakai DSM pedon master data file,DSM55,Orstein Humic Podzol,3,Hh,,4.0,0.0,4.0,0.11,0,0.0,0,49.16,0,2163.0,2163.0
246,Hakai DSM pedon master data file,DSM55,Orstein Humic Podzol,4,Ahe,,0.0,-8.0,8.0,0.93,0,30.0,0,7.35,0,3828.0,3828.0
247,Hakai DSM pedon master data file,DSM55,Orstein Humic Podzol,5,Bhc1,,-8.0,-23.0,15.0,0.86,0,30.0,0,8.05,0,7269.0,7269.0
248,Hakai DSM pedon master data file,DSM55,Orstein Humic Podzol,6,Bhc2,,-23.0,-42.0,19.0,0.86,0,30.0,0,7.31,0,8361.0,8361.0
249,Hakai DSM pedon master data file,DSM55,Orstein Humic Podzol,7,BCc,,-42.0,-65.0,23.0,1.71,0,30.0,0,1.19,0,3276.0,3276.0
250,Hakai DSM pedon master data file,DSM76,Humic Folisol,1,S/L,,13.0,12.0,1.0,0.11,0,0.0,0,52.62,0,579.0,579.0
251,Hakai DSM pedon master data file,DSM76,Humic Folisol,2,Fm,,12.0,10.0,2.0,0.11,0,0.0,0,54.62,0,1202.0,1202.0
252,Hakai DSM pedon master data file,DSM76,Humic Folisol,3,Hh1,,10.0,5.0,5.0,0.11,0,0.0,0,56.0,0,3080.0,3080.0
253,Hakai DSM pedon master data file,DSM76,Humic Folisol,4,Hh2,,5.0,0.0,5.0,0.11,0,0.0,0,50.73,0,2790.0,2790.0
254,Hakai DSM pedon master data file,DSM76,Humic Folisol,5,Ae,,0.0,-7.0,7.0,1.31,0,0.0,0,1.72,0,1577.0,1577.0
255,Hakai DSM pedon master data file,DSM83,Humic Folisol,1,Lv,,13.0,12.0,1.0,0.11,0,0.0,0,55.68,0,612.0,612.0
256,Hakai DSM pedon master data file,DSM83,Humic Folisol,2,Fm,,12.0,10.0,2.0,0.11,0,0.0,0,55.52,0,1221.0,1221.0
257,Hakai DSM pedon master data file,DSM83,Humic Folisol,3,Hh,,10.0,3.0,7.0,0.11,0,0.0,0,57.84,0,4454.0,4454.0
258,Hakai DSM pedon master data file,DSM83,Humic Folisol,4,Hhi,,3.0,0.0,3.0,0.11,0,0.0,0,17.73,0,585.0,585.0
259,Hakai DSM pedon master data file,DSM83,Humic Folisol,5,Ae,,0.0,-7.0,7.0,1.31,0,0.0,0,2.59,0,2375.0,2375.0
260,Hakai DSM pedon master data file,DSM84,Orthic Humic Podzol,1,Lv,,36.0,34.0,2.0,0.11,0,0.0,0,55.68,0,1225.0,1225.0
261,Hakai DSM pedon master data file,DSM84,Orthic Humic Podzol,2,Fm,,34.0,30.0,4.0,0.11,0,0.0,0,55.36,0,2436.0,2436.0
262,Hakai DSM pedon master data file,DSM84,Orthic Humic Podzol,3,Hh1,,30.0,12.0,18.0,0.11,0,0.0,0,57.85,0,11454.0,11454.0
263,Hakai DSM pedon master data file,DSM84,Orthic Humic Podzol,4,Hh2,,12.0,0.0,12.0,0.11,0,0.0,0,47.34,0,6249.0,6249.0
264,Hakai DSM pedon master data file,DSM84,Orthic Humic Podzol,5,Ahe,,0.0,-16.0,16.0,0.93,0,0.0,0,5.31,0,7901.0,7901.0
265,Hakai DSM pedon master data file,DSM84,Orthic Humic Podzol,6,Bh,,-16.0,-58.0,42.0,0.86,0,5.0,0,13.54,0,46461.0,46461.0
266,Hakai DSM pedon master data file,DSM85,Humic Folisol,1,S/L,,45.0,43.0,2.0,0.11,0,0.0,0,51.98,0,1144.0,1144.0
267,Hakai DSM pedon master data file,DSM85,Humic Folisol,2,Fm,,43.0,40.0,3.0,0.11,0,0.0,0,42.24,0,1394.0,1394.0
268,Hakai DSM pedon master data file,DSM85,Humic Folisol,3,Hh1,,40.0,20.0,20.0,0.11,0,0.0,0,54.32,0,11950.0,11950.0
269,Hakai DSM pedon master data file,DSM85,Humic Folisol,4,Hh2,,20.0,0.0,20.0,0.11,0,0.0,0,37.97,0,8353.0,8353.0
270,Hakai DSM pedon master data file,DSM85,Humic Folisol,5,Bh,,0.0,-15.0,15.0,0.86,0,20.0,0,8.84,0,9123.0,9123.0
271,Hakai DSM pedon master data file,DSM85,Humic Folisol,6,Bhc,,-15.0,-25.0,10.0,0.86,0,30.0,0,1.86,0,1120.0,1120.0
272,Hakai DSM pedon master data file,DSM85,Humic Folisol,7,Cg,,-25.0,-45.0,20.0,1.74,0,30.0,0,0.95,0,2314.0,2314.0
273,Hakai DSM pedon master data file,DSM94,Orstein Humic Podzol,1,S/L,,30.0,28.0,2.0,0.11,0,0.0,0,52.7,0,1159.0,1159.0
274,Hakai DSM pedon master data file,DSM94,Orstein Humic Podzol,2,Fm,,28.0,20.0,8.0,0.11,0,0.0,0,53.65,0,4721.0,4721.0
275,Hakai DSM pedon master data file,DSM94,Orstein Humic Podzol,3,Hh,,20.0,0.0,20.0,0.11,0,0.0,0,57.72,0,12698.0,12698.0
276,Hakai DSM pedon master data file,DSM94,Orstein Humic Podzol,4,Ahe,,0.0,-12.0,12.0,0.93,0,0.0,0,7.53,0,8403.0,8403.0
277,Hakai DSM pedon master data file,DSM94,Orstein Humic Podzol,5,IIBh,,-12.0,-22.0,10.0,0.86,0,10.0,0,5.82,0,4505.0,4505.0
278,Hakai DSM pedon master data file,DSM94,Orstein Humic Podzol,6,IIBhc,,-22.0,-32.0,10.0,0.86,0,20.0,0,2.77,0,1906.0,1906.0
279,Hakai DSM pedon master data file,DSM94,Orstein Humic Podzol,7,IIBCg,,-32.0,-65.0,33.0,1.71,0,20.0,0,0.95,0,4289.0,4289.0
280,Hakai DSM pedon master data file,DSM95,Terric Mesisol,1,Of,,0.0,-10.0,10.0,0.08,0,0.0,0,55.55,0,4444.0,4444.0
281,Hakai DSM pedon master data file,DSM95,Terric Mesisol,2,Om,,-10.0,-50.0,40.0,0.12,0,0.0,0,38.05,0,18264.0,18264.0
282,Hakai DSM pedon master data file,DSM95,Terric Mesisol,3,Cg,,-50.0,-70.0,20.0,1.74,0,30.0,0,0.84,0,2046.0,2046.0
283,Hakai DSM pedon master data file,DSM147,Humic Folisol,1,S/L,,0.0,-1.0,1.0,0.11,0,0.0,0,55.13,0,606.0,606.0
284,Hakai DSM pedon master data file,DSM147,Humic Folisol,2,Fm,,-1.0,-4.0,3.0,0.11,0,0.0,0,55.25,0,1823.0,1823.0
285,Hakai DSM pedon master data file,DSM147,Humic Folisol,3,Hh,,-4.0,-45.0,41.0,0.11,0,0.0,0,40.42,0,18229.0,18229.0
286,Hakai DSM pedon master data file,DSM147,Humic Folisol,4,Ae,,-45.0,-70.0,25.0,1.31,0,40.0,0,2.27,0,4461.0,4461.0
287,Hakai DSM pedon master data file,DSM147,Humic Folisol,5,Bhf,,-70.0,-80.0,10.0,0.86,0,40.0,0,8.88,0,4582.0,4582.0
288,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,1,Lv,,28.0,27.0,1.0,0.11,0,0.0,0,63.35,0,697.0,697.0
289,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,2,Fm,,27.0,24.0,3.0,0.11,0,0.0,0,54.72,0,1806.0,1806.0
290,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,3,Hh1,,24.0,10.0,14.0,0.11,0,0.0,0,57.88,0,8914.0,8914.0
291,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,4,Hh2,,10.0,0.0,10.0,0.11,0,0.0,0,58.87,0,6476.0,6476.0
292,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,5,Bhcj,,0.0,-10.0,10.0,0.86,0,0.0,0,9.89,0,8505.0,8505.0
293,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,6,Ae,,-10.0,-12.0,2.0,0.93,0,0.0,0,0.38,0,71.0,71.0
294,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,7,Bfc,,-12.0,-15.0,3.0,0.86,0,0.0,0,1.75,0,452.0,452.0
295,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,8,Bmcj1,,-15.0,-70.0,55.0,1.71,0,0.0,0,0.37,0,3480.0,3480.0
296,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,9,BCg1,,-70.0,-138.0,68.0,1.71,0,0.0,0,0.09,0,1047.0,462.0
297,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,10,Bmcj2,,-138.0,-140.0,2.0,1.71,0,0.0,0,0.36,0,123.0,0.0
298,Calvert Island - total C - additional pedons (2014-2016),BC14-05,Placic Humic Podzol,11,BCg2,,-140.0,-165.0,25.0,1.71,0,0.0,0,0.08,0,342.0,0.0
299,Calvert Island - total C - additional pedons (2014-2016),BC14-06,Orthic Humic Podzol,1,Fm,,40.0,33.0,7.0,0.11,0,0.0,0,54.04,0,4161.0,4161.0
300,Calvert Island - total C - additional pedons (2014-2016),BC14-06,Orthic Humic Podzol,2,Om1,,33.0,13.0,20.0,0.12,0,0.0,0,60.63,0,14551.0,14551.0
301,Calvert Island - total C - additional pedons (2014-2016),BC14-06,Orthic Humic Podzol,3,Om2,,13.0,0.0,13.0,0.12,0,0.0,0,40.96,0,6390.0,6390.0
302,Calvert Island - total C - additional pedons (2014-2016),BC14-06,Orthic Humic Podzol,4,Bhf,,0.0,-10.0,10.0,0.86,0,0.0,0,10.99,0,9451.0,9451.0
303,Calvert Island - total C - additional pedons (2014-2016),BC14-06,Orthic Humic Podzol,5,Bhcj,,-10.0,-30.0,20.0,0.86,0,0.0,0,1.56,0,2683.0,2683.0
304,Calvert Island - total C - additional pedons (2014-2016),BC14-06,Orthic Humic Podzol,6,BC,,-30.0,-50.0,20.0,1.71,0,0.0,0,0.39,0,1334.0,1334.0
305,Calvert Island - total C - additional pedons (2014-2016),BC14-07,Humic Folisol,1,Fm,,73.0,60.0,13.0,0.11,0,0.0,0,56.05,0,8015.0,8015.0
306,Calvert Island - total C - additional pedons (2014-2016),BC14-07,Humic Folisol,2,Hh1,,60.0,40.0,20.0,0.11,0,0.0,0,57.83,0,12723.0,12723.0
307,Calvert Island - total C - additional pedons (2014-2016),BC14-07,Humic Folisol,3,Hh2,,40.0,34.0,6.0,0.11,0,0.0,0,60.39,0,3986.0,3986.0
308,Calvert Island - total C - additional pedons (2014-2016),BC14-07,Humic Folisol,4,Hh3,,34.0,0.0,34.0,0.11,0,0.0,0,57.85,0,21636.0,21636.0
309,Calvert Island - total C - additional pedons (2014-2016),BC14-07,Humic Folisol,5,Bhfc,,0.0,-15.0,15.0,0.86,0,0.0,0,5.46,0,7043.0,7043.0
310,Calvert Island - total C - additional pedons (2014-2016),BC14-07,Humic Folisol,6,Bfc,,-15.0,-50.0,35.0,0.86,0,0.0,0,2.11,0,6351.0,6351.0
311,Calvert Island - total C - additional pedons (2014-2016),BC14-08,Orstein Humic Podzol,1,Of,,5.0,0.0,5.0,0.08,0,0.0,0,44.82,0,1793.0,1793.0
312,Calvert Island - total C - additional pedons (2014-2016),BC14-08,Orstein Humic Podzol,2,Bhf,,0.0,-18.0,18.0,0.86,0,0.0,0,7.23,0,11192.0,11192.0
313,Calvert Island - total C - additional pedons (2014-2016),BC14-08,Orstein Humic Podzol,3,Bhfcj,,-18.0,-30.0,12.0,0.86,0,0.0,0,6.08,0,6275.0,6275.0
314,Calvert Island - total C - additional pedons (2014-2016),BC14-08,Orstein Humic Podzol,4,Bfc ,,-30.0,-50.0,20.0,0.86,0,5.0,0,1.89,0,3088.0,3088.0
315,Calvert Island - total C - additional pedons (2014-2016),BC14-08,Orstein Humic Podzol,5,Bhb,,-50.0,-60.0,10.0,0.86,0,5.0,0,2.32,0,1895.0,1895.0
316,Calvert Island - total C - additional pedons (2014-2016),BC15-09,Orthic Gleysol,1,Om,,30.0,0.0,30.0,0.13,0,20.0,0,23.81,0,7429.0,7429.0
317,Calvert Island - total C - additional pedons (2014-2016),BC15-09,Orthic Gleysol,2,Bm,,0.0,-25.0,25.0,1.42,0,50.0,0,2.19,0,3887.0,3887.0
318,Calvert Island - total C - additional pedons (2014-2016),BC15-09,Orthic Gleysol,3,Cg,,-25.0,-57.0,32.0,1.71,0,30.0,0,0.41,0,1570.0,1570.0
319,Calvert Island - total C - additional pedons (2014-2016),BC15-10,Gleyed Sombric Ferro-Humic Podzol,1,Ah,,0.0,-14.0,14.0,0.93,0,5.0,0,7.4,0,9153.0,9153.0
320,Calvert Island - total C - additional pedons (2014-2016),BC15-10,Gleyed Sombric Ferro-Humic Podzol,2,Bh,,-14.0,-35.0,21.0,0.86,0,20.0,0,6.1,0,8813.0,8813.0
321,Calvert Island - total C - additional pedons (2014-2016),BC15-10,Gleyed Sombric Ferro-Humic Podzol,3,Bg1,,-35.0,-45.0,10.0,1.71,0,30.0,0,1.68,0,2011.0,2011.0
322,Calvert Island - total C - additional pedons (2014-2016),BC15-10,Gleyed Sombric Ferro-Humic Podzol,4,Bg2,,-45.0,-75.0,30.0,1.71,0,30.0,0,0.83,0,2981.0,2981.0
323,Calvert Island - total C - additional pedons (2014-2016),BC15-10,Gleyed Sombric Ferro-Humic Podzol,5,Cg,,-75.0,-105.0,30.0,1.74,0,25.0,0,0.26,0,1018.0,848.0
324,Calvert Island - total C - additional pedons (2014-2016),DSM319,Orthic Humo-Ferric Podzol,1,Fm,,5.0,3.0,2.0,0.11,0,0.0,0,47.23,0,1039.0,1039.0
325,Calvert Island - total C - additional pedons (2014-2016),DSM319,Orthic Humo-Ferric Podzol,2,Hh,,3.0,0.0,3.0,0.11,0,0.0,0,50.49,0,1666.0,1666.0
