Row,SOURCE,BEC Number,ID,GGROUP_EXP,ORDER_ONLY,LAT,LON,LATLON_Q,Elevation,Slope,Aspect,Horizon,UpperDepth,LowerDepth,DEPTH,Texture,HorizonType,MIN_D,FF_D,Zone,SurficialMaterialSurf,MINERAL_D,FF_D,TOTAL_D,BULK.DENSITY,CF,NEW.CCONC,CCONTENT,TOTAL_C,CCONTENT_1M,TOTAL_C_1M,next,,,,,
1274,,41,250,R,Regosolic,48.59785843,124.2319031,,,,,IIIAhb,-89,-106,17,SICL,2,17,0,CWH,FG,,,,0.97,25,7.94,9820,,9820,,,,,,,
1275,SEE BEC FILE,633,251,SB,Brunisolic,50.38809967,122.4445038,,,,,LFm,1,0,1,NA,1,0,1,,,60,1,61,0.16,0,37.4,598,8305,598,8305,1,,,,,
1276,,683,251,SB,Brunisolic,50.38809967,122.4445038,,,,,Ah,0,-20,20,S,2,20,0,CWH,FG,,,,1.07,30,3.36,5033,,5033,,,,,,,
1277,,683,251,SB,Brunisolic,50.38809967,122.4445038,,,,,Bfj,-20,-35,15,S,2,15,0,CWH,C,,,,1.62,40,1.2,1750,,1750,,,,,,,
1278,,683,251,SB,Brunisolic,50.38809967,122.4445038,,,,,BC,-35,-60,25,S,2,25,0,CWH,C,,,,1.62,40,0.38,923,,923,,,,,,,
1279,,683,251,SB,Brunisolic,50.38809967,122.4445038,,,,,C,-60,-60,0,S,2,0,0,CWH,C,,,,1.84,40,0.39,0,,0,,,,,,,
1280,SEE BEC FILE,638,252,FHP,Podzolic,50.38634872,122.4464035,,,,,L,10,8,2,NA,1,0,2,,,40,10,50,0.11,0,45.06,991,25166,991,25166,1,,,,,
1281,,638,252,FHP,Podzolic,50.38634872,122.4464035,,,,,F,8,2,6,NA,1,0,6,,,,,,0.11,0,45.06,2974,,2974,,,,,,,
1282,,638,252,FHP,Podzolic,50.38634872,122.4464035,,,,,H,2,0,2,NA,1,0,2,,,,,,0.11,0,38.51,847,,847,,,,,,,
1283,,688,252,FHP,Podzolic,50.38634872,122.4464035,,,,,Ah,0,-30,30,SL,2,30,0,CWH,C,,,,0.93,40,10.95,18330,,18330,,,,,,,
1284,,688,252,FHP,Podzolic,50.38634872,122.4464035,,,,,Bhf,-30,-40,10,SL,2,10,0,CWH,C,,,,0.86,40,3.92,2023,,2023,,,,,,,
1285,SEE BEC FILE,634,253,DYB,Brunisolic,50.38871002,122.4445038,,,,,L,6,5,1,NA,1,0,1,,,50,6,56,0.16,0,37.4,598,10434,598,10434,1,,,,,
1286,,634,253,DYB,Brunisolic,50.38871002,122.4445038,,,,,Fm,5,1,4,NA,1,0,4,,,,,,0.16,0,37.4,2394,,2394,,,,,,,
1287,,634,253,DYB,Brunisolic,50.38871002,122.4445038,,,,,H,1,0,1,NA,1,0,1,,,,,,0.16,0,30.85,494,,494,,,,,,,
1288,,684,253,DYB,Brunisolic,50.38871002,122.4445038,,,,,Aej,0,-10,10,S,2,10,0,CDF,WG,,,,1.24,15,3.36,3541,,3541,,,,,,,
1289,,684,253,DYB,Brunisolic,50.38871002,122.4445038,,,,,Bfj,-10,-40,30,S,2,30,0,CDF,WG,,,,1.03,20,1.2,2966,,2966,,,,,,,
1290,,684,253,DYB,Brunisolic,50.38871002,122.4445038,,,,,BC,-40,-50,10,S,2,10,0,CWH,F,,,,1.45,20,0.38,441,,441,,,,,,,
1291,SEE BEC FILE,635,254,DYB,Brunisolic,50.38875961,122.4449997,,,,,LF,1,0,1,NA,1,0,1,,,30,1,31,0.16,0,37.4,598,4750,598,4750,1,,,,,
1292,,685,254,DYB,Brunisolic,50.38875961,122.4449997,,,,,Ah,0,-3,3,S,2,3,0,CWH,F,,,,1.07,20,3.36,863,,863,,,,,,,
1293,,685,254,DYB,Brunisolic,50.38875961,122.4449997,,,,,Bm,-3,-30,27,S,2,27,0,CWH,F,,,,1.45,30,1.2,3289,,3289,,,,,,,
1294,,685,254,DYB,Brunisolic,50.38875961,122.4449997,,,,,R,-30,-30,0,,2,0,0,CWH,F,,,,0,0,,0,,0,,,,,,,
1295,SEE BEC FILE,637,255,HG,Gleysolic,50.38808823,122.4457016,,,,,L,12,11,1,NA,1,0,1,,,55,12,67,0.08,0,42.07,337,15086,337,15086,1,,,,,
1296,,637,255,HG,Gleysolic,50.38808823,122.4457016,,,,,F,11,4,7,NA,1,0,7,,,,,,0.12,0,42.07,3534,,3534,,,,,,,
1297,,637,255,HG,Gleysolic,50.38808823,122.4457016,,,,,H,4,0,4,NA,1,0,4,,,,,,0.21,0,35.51,2983,,2983,,,,,,,
1298,,687,255,HG,Gleysolic,50.38808823,122.4457016,,,,,Ah,0,-10,10,LS,2,10,0,ESSF,C,,,,1.01,15,3.85,3305,,3305,,,,,,,
1299,,687,255,HG,Gleysolic,50.38808823,122.4457016,,,,,Bhg,-10,-50,40,LS,2,40,0,ESSF,C,,,,1.44,40,1.38,4769,,4769,,,,,,,
1300,,687,255,HG,Gleysolic,50.38808823,122.4457016,,,,,BCg,-50,-55,5,S,2,5,0,ESSF,C,,,,1.44,50,0.44,158,,158,,,,,,,
1301,SEE BEC FILE,636,256,SB,Brunisolic,50.38882828,122.4455032,,,,,LF,1,0,1,NA,1,0,1,,,25,1,26,0.16,0,37.4,598,6864,598,6864,1,,,,,
1302,,686,256,SB,Brunisolic,50.38882828,122.4455032,,,,,Ah,0,-18,18,S,2,18,0,ESSF,C,,,,1.07,20,3.36,5177,,5177,,,,,,,
1303,,686,256,SB,Brunisolic,50.38882828,122.4455032,,,,,Bm,-18,-25,7,S,2,7,0,ESSF,C,,,,1.62,20,1.2,1089,,1089,,,,,,,
1304,,686,256,SB,Brunisolic,50.38882828,122.4455032,,,,,R,0,0,0,,2,0,0,ESSF,C,,,,0,0,,0,,0,,,,,,,
1305,SEE BEC FILE,280,257,DYB,Brunisolic,50.2820015,122.5539017,,,,,Ln,4,3,1,NA,1,0,1,,,65,4,69,0.16,0,37.4,598,11485,598,11485,1,,,,,
1306,,280,257,DYB,Brunisolic,50.2820015,122.5539017,,,,,Fm,3,1,2,NA,1,0,2,,,,,,0.16,0,37.4,1197,,1197,,,,,,,
1307,,280,257,DYB,Brunisolic,50.2820015,122.5539017,,,,,Hr,1,0,1,NA,1,0,1,,,,,,0.16,0,30.85,494,,494,,,,,,,
1308,,308,257,DYB,Brunisolic,50.2820015,122.5539017,,,,,Ah,0,-1,1,LS,2,1,0,ESSF,C,,,,1.07,20,3.36,288,,288,,,,,,,
1309,,308,257,DYB,Brunisolic,50.2820015,122.5539017,,,,,Bm1,-1,-65,64,LS,2,64,0,ESSF,C,,,,1.45,20,1.2,8909,,8909,,,,,,,
1310,,308,257,DYB,Brunisolic,50.2820015,122.5539017,,,,,Bm2,-65,-65,0,LS,2,0,0,ESSF,C,,,,1.45,40,1.2,0,,0,,,,,,,
1311,SEE BEC FILE,742,258,DYB,Brunisolic,49.0620575,123.776825,,,,,Ln,3,2,1,NA,1,0,1,,,30,3,33,0.16,0,37.4,598,6432,598,6432,1,,,,,
1312,,742,258,DYB,Brunisolic,49.0620575,123.776825,,,,,Fz,2,1,1,NA,1,0,1,,,,,,0.16,0,37.4,598,,598,,,,,,,
1313,,742,258,DYB,Brunisolic,49.0620575,123.776825,,,,,Hh,1,0,1,NA,1,0,1,,,,,,0.16,0,30.85,494,,494,,,,,,,
1314,,799,258,DYB,Brunisolic,49.0620575,123.776825,,,,,Ah,0,-8,8,SL,2,8,0,ESSF,C,,,,1.07,15,3.36,2445,,2445,,,,,,,
1315,,799,258,DYB,Brunisolic,49.0620575,123.776825,,,,,Bm,-8,-30,22,S,2,22,0,ESSF,C,,,,1.45,40,1.2,2297,,2297,,,,,,,
1316,SEE BEC FILE,741,259,DYB,Brunisolic,49.03154373,123.8247681,,,,,Ln,4,3,1,NA,1,0,1,,,45,4,49,0.16,0,37.4,598,6154,598,6154,1,,,,,
1317,,741,259,DYB,Brunisolic,49.03154373,123.8247681,,,,,Fa,3,0.5,2.5,NA,1,0,2.5,,,,,,0.16,0,37.4,1496,,1496,,,,,,,
1318,,741,259,DYB,Brunisolic,49.03154373,123.8247681,,,,,Hr,0.5,0,0.5,NA,1,0,0.5,,,,,,0.16,0,30.85,247,,247,,,,,,,
1319,,798,259,DYB,Brunisolic,49.03154373,123.8247681,,,,,Ah,0,-5,5,SL,2,5,0,ESSF,C,,,,1.07,25,3.36,1348,,1348,,,,,,,
1320,,798,259,DYB,Brunisolic,49.03154373,123.8247681,,,,,Bm,-5,-25,20,S,2,20,0,ESSF,C,,,,1.45,45,1.2,1914,,1914,,,,,,,
1321,,798,259,DYB,Brunisolic,49.03154373,123.8247681,,,,,BC,-25,-45,20,S,2,20,0,ESSF,C,,,,1.45,50,0.38,551,,551,,,,,,,
1322,SEE BEC FILE,312,260,HFP,Podzolic,48.71659851,124.1551666,,,,,L,6,5,1,NA,1,0,1,,,32,6,38,0.14,0,43.21,605,8182,605,8182,1,,,,,
1323,,312,260,HFP,Podzolic,48.71659851,124.1551666,,,,,Fa,5,2,3,NA,1,0,3,,,,,,0.14,0,43.21,1815,,1815,,,,,,,
1324,,312,260,HFP,Podzolic,48.71659851,124.1551666,,,,,H,2,0,2,NA,1,0,2,,,,,,0.14,0,36.65,1026,,1026,,,,,,,
1325,,341,260,HFP,Podzolic,48.71659851,124.1551666,,,,,Ah,0,-1,1,SL,2,1,0,ESSF,C,,,,1.31,40,4.74,373,,373,,,,,,,
1326,,341,260,HFP,Podzolic,48.71659851,124.1551666,,,,,Bf,-1,-32,31,SL,2,31,0,ESSF,C,,,,1.38,40,1.7,4364,,4364,,,,,,,
1327,,341,260,HFP,Podzolic,48.71659851,124.1551666,,,,,Bfj,-32,-32,0,SL,2,0,0,ESSF,C,,,,1.38,60,1.7,0,,0,,,,,,,
1328,SEE BEC FILE,737,261,DYB,Brunisolic,49.13301849,123.7448425,,,,,L,3,2,1,NA,1,0,1,,,35,3,38,0.16,0,37.4,598,5527,598,5527,1,,,,,
1329,,737,261,DYB,Brunisolic,49.13301849,123.7448425,,,,,F,2,1.5,0.5,NA,1,0,0.5,,,,,,0.16,0,37.4,299,,299,,,,,,,
1330,,737,261,DYB,Brunisolic,49.13301849,123.7448425,,,,,H,1.5,0,1.5,NA,1,0,1.5,,,,,,0.16,0,30.85,740,,740,,,,,,,
1331,,794,261,DYB,Brunisolic,49.13301849,123.7448425,,,,,Ah,0,-4,4,SL,2,4,0,ESSF,C,,,,1.07,5,3.36,1366,,1366,,,,,,,
1332,,794,261,DYB,Brunisolic,49.13301849,123.7448425,,,,,Bm1,-4,-22,18,SL,2,18,0,IDF,M,,,,1.45,70,1.2,940,,940,,,,,,,
1333,,794,261,DYB,Brunisolic,49.13301849,123.7448425,,,,,Bm2,-22,-35,13,SL,2,13,0,IDF,M,,,,1.45,30,1.2,1583,,1583,,,,,,,
1334,SEE BEC FILE,209,262,FHP,Podzolic,49.78644943,123.1350021,,,,,Fm,8,3,5,NA,1,0,5,,,45,8,53,0.11,0,45.06,2478,22097,2478,22097,1,,,,,
1335,,209,262,FHP,Podzolic,49.78644943,123.1350021,,,,,Hh,3,0,3,NA,1,0,3,,,,,,0.11,0,38.51,1271,,1271,,,,,,,
1336,,222,262,FHP,Podzolic,49.78644943,123.1350021,,,,,Ae,0,-5,5,FSL,2,5,0,IDF,M,,,,0.93,0,10.95,5092,,5092,,,,,,,
1337,,222,262,FHP,Podzolic,49.78644943,123.1350021,,,,,Bf,-5,-13,8,SL,2,8,0,CDF,WG,,,,1.17,50,3.92,1835,,1835,,,,,,,
1338,,222,262,FHP,Podzolic,49.78644943,123.1350021,,,,,Aeb,-13,-17,4,DSL,2,4,0,CDF,WG,,,,0.93,50,10.95,2037,,2037,,,,,,,
1339,,222,262,FHP,Podzolic,49.78644943,123.1350021,,,,,Bm,-17,-30,13,SL,2,13,0,CDF,WG,,,,1.71,50,3.92,4357,,4357,,,,,,,
1340,,222,262,FHP,Podzolic,49.78644943,123.1350021,,,,,Bm2,-30,-45,15,LS,2,15,0,CDF,WG,,,,1.71,50,3.92,5027,,5027,,,,,,,
1341,SEE BEC FILE,343,263,G,Gleysolic,49.17057037,123.7766418,,,,,Oh,15,0,15,NA,1,0,15,,,15,15,30,0.34,0,35.51,18110,20640,18110,20640,1,,,,,
1342,,373,263,G,Gleysolic,49.17057037,123.7766418,,,,,Bgt,0,-10,10,HC,2,10,0,CDF,WG,,,,1.56,20,1.38,1722,,1722,,,,,,,
1343,,373,263,G,Gleysolic,49.17057037,123.7766418,,,,,Bg,-10,-15,5,C,2,5,0,CWH,FG,,,,1.56,25,1.38,807,,807,,,,,,,
1344,,373,263,G,Gleysolic,49.17057037,123.7766418,,,,,C,-15,-15,0,S,2,0,0,CWH,FG,,,,1.26,25,0.45,0,,0,,,,,,,
1345,SEE BEC FILE,420,263,G,Gleysolic,50.52149963,122.427597,,,,,Ah,0,-1,1,,2,1,0,CWH,FG,50,0,50,1.03,0,3.85,397,4616,397,4616,,,,,,
1346,,420,263,G,Gleysolic,50.52149963,122.427597,,,,,B,-1,-50,49,SL,2,49,0,CDF,C,,,,1.56,60,1.38,4219,,4219,,,,,,,
1347,SEE BEC FILE,332,264,HFP,Podzolic,48.63619614,124.316803,,,,,L,16,15,1,NA,1,0,1,,,19,16,35,0.14,0,43.21,605,,605,,1,,,,,
1348,,332,264,HFP,Podzolic,48.63619614,124.316803,,,,,Fm,15,2,13,NA,1,0,13,,,,,,0.14,0,43.21,7864,,7864,,,,,,,
1349,,332,264,HFP,Podzolic,48.63619614,124.316803,,,,,H,2,0,2,NA,1,0,2,,,,,,0.14,0,36.65,1026,,1026,,,,,,,
1350,,362,264,HFP,Podzolic,48.63619614,124.316803,,,,,Ae,0,-2,2,,2,2,0,CDF,C,,,,1.31,0,4.74,1242,,1242,,,,,,,
1351,,362,264,HFP,Podzolic,48.63619614,124.316803,,,,,Bf,-2,-19,17,L,2,17,0,CDF,C,,,,1.38,40,1.7,2393,,2393,,,,,,,
1352,SEE BEC FILE,304,265,HFP,Podzolic,49.82305908,123.1350021,,,,,L,10,7,3,NA,1,0,3,,,55,10,65,0.14,0,43.21,1815,16401,1815,16401,1,,,,,
1353,,304,265,HFP,Podzolic,49.82305908,123.1350021,,,,,Fm,7,1,6,NA,1,0,6,,,,,,0.14,0,43.21,3630,,3630,,,,,,,
1354,,304,265,HFP,Podzolic,49.82305908,123.1350021,,,,,Hh,1,0,1,NA,1,0,1,,,,,,0.14,0,36.65,513,,513,,,,,,,
1355,,333,265,HFP,Podzolic,49.82305908,123.1350021,,,,,Ae,0,-2,2,SL,2,2,0,CWH,FG,,,,1.31,10,4.74,1118,,1118,,,,,,,
1356,,333,265,HFP,Podzolic,49.82305908,123.1350021,,,,,Bf,-2,-55,53,SL,2,53,0,CWH,FG,,,,1.38,25,1.7,9325,,9325,,,,,,,
1357,SEE BEC FILE,196,266,HFP,Podzolic,50.27553177,122.6836014,,,,,L,6,5,1,NA,1,0,1,,,33,6,39,0.14,0,43.21,605,7304,605,7304,1,,,,,
1358,,196,266,HFP,Podzolic,50.27553177,122.6836014,,,,,Fm,5,0,5,NA,1,0,5,,,,,,0.14,0,43.21,3025,,3025,,,,,,,
1359,,209,266,HFP,Podzolic,50.27553177,122.6836014,,,,,Ae,0,-18,18,SL,2,18,0,CWH,FG,,,,1.31,75,4.74,2794,,2794,,,,,,,
1360,,209,266,HFP,Podzolic,50.27553177,122.6836014,,,,,Bf,-18,-33,15,SL,2,15,0,CWH,FG,,,,1.38,75,1.7,880,,880,,,,,,,
1361,SEE BEC FILE,210,267,HR,Regosolic,49.81877899,123.1568985,,,,,L,0.5,0,0.5,NA,1,0,0.5,,,50,0.5,50.5,0.11,0,25.58,141,14224,141,14224,1,,,,,
1362,,223,267,HR,Regosolic,49.81877899,123.1568985,,,,,Ah,0,-2,2,FSL,2,2,0,CWH,FG,,,,0.97,25,7.94,1155,,1155,,,,,,,
1363,,223,267,HR,Regosolic,49.81877899,123.1568985,,,,,Ahj,-2,-20,18,S,2,18,0,CDF,,,,,0.97,23.5,7.94,10605,,10605,,,,,,,
1364,,223,267,HR,Regosolic,49.81877899,123.1568985,,,,,C,-20,-50,30,S,2,30,0,CDF,,,,,1.1,23.5,0.92,2323,,2323,,,,,,,
1365,SEE BEC FILE,658,268,DYB,Brunisolic,50.52848053,122.4680023,,,,,LFH,6,0,6,NA,1,0,6,,,47,6,53,0.16,0,37.4,3590,5698,3590,5698,1,,,,,
1366,,708,268,DYB,Brunisolic,50.52848053,122.4680023,,,,,Bm,0,-30,30,SL,2,30,0,CDF,,,,,1.45,65,1.2,1827,,1827,,,,,,,
1367,,708,268,DYB,Brunisolic,50.52848053,122.4680023,,,,,BC,-30,-47,17,S,2,17,0,IDF,C,,,,1.45,70,0.38,281,,281,,,,,,,
1368,SEE BEC FILE,597,269,EB,Brunisolic,50.55780029,122.4410019,,,,,LF,5,0,5,NA,1,0,5,,,60,5,65,0.16,0,37.4,2992,5812,2992,5812,1,,,,,
1369,,647,269,EB,Brunisolic,50.55780029,122.4410019,,,,,Aej,0,-1,1,SL,2,1,0,IDF,C,,,,1.24,50,3.36,208,,208,,,,,,,
1370,,647,269,EB,Brunisolic,50.55780029,122.4410019,,,,,Bm1,-1,-15,14,SL,2,14,0,MH,M,,,,1.2,60,1.2,806,,806,,,,,,,
1371,,647,269,EB,Brunisolic,50.55780029,122.4410019,,,,,Bm2,-15,-40,25,SL,2,25,0,MH,M,,,,1.2,60,1.2,1440,,1440,,,,,,,
1372,,647,269,EB,Brunisolic,50.55780029,122.4410019,,,,,BC,-40,-60,20,SL,2,20,0,CWH,M,,,,1.2,60,0.38,365,,365,,,,,,,
1373,SEE BEC FILE,556,270,DYB,Brunisolic,50.55630112,122.4560013,,,,,L,3,0.5,2.5,NA,1,0,2.5,,,0,3,3,0.16,0,37.4,1496,1795,1496,1795,1,,,,,
1374,,556,270,DYB,Brunisolic,50.55630112,122.4560013,,,,,F,0.5,0,0.5,NA,1,0,0.5,,,,,,0.16,0,37.4,299,,299,,,,,,,
1375,,604,270,DYB,Brunisolic,50.55630112,122.4560013,,,,,Bm,0,0,0,SIL,2,0,0,CWH,M,,,,1.45,78,1.2,0,,0,,,,,,,
1376,SEE BEC FILE,780,271,HR,Regosolic,48.59313965,124.4209976,,,,,Ln,1,0,1,NA,1,0,1,,,103,1,104,0.11,0,25.58,281,74308,281,74308,1,,,,,
1377,,840,271,HR,Regosolic,48.59313965,124.4209976,,,,,Ah/C,0,-8,8,SL,2,8,0,MH,C,,,,0.97,40,7.94,3697,,3697,,,,,,,
1378,,840,271,HR,Regosolic,48.59313965,124.4209976,,,,,IIC,-8,-12,4,S,2,4,0,MH,C,,,,1.1,40,0.92,243,,243,,,,,,,
1379,,840,271,HR,Regosolic,48.59313965,124.4209976,,,,,IIIAhb/C,-12,-66,54,SIL,2,54,0,CWH,F,,,,0.97,0,7.94,41590,,41590,,,,,,,
1380,,840,271,HR,Regosolic,48.59313965,124.4209976,,,,,IVAhb,-66,-103,37,SI,2,37,0,CWH,F,,,,0.97,0,7.94,28497,,28497,,,,,,,
1381,SEE BEC FILE,781,272,HFP,Podzolic,48.59542084,124.4204025,,,,,Ln,21,19,2,NA,1,0,2,,,50,21,71,0.14,0,43.21,1210,17761,1210,17761,1,,,,,
1382,,781,272,HFP,Podzolic,48.59542084,124.4204025,,,,,FH,19,0,19,NA,1,0,19,,,,,,0.14,0,43.21,11494,,11494,,,,,,,
1383,,841,272,HFP,Podzolic,48.59542084,124.4204025,,,,,Bm1,0,-50,50,SI,2,50,0,CWH,F,,,,1.19,50,1.7,5058,,5058,,,,,,,
1384,,841,272,HFP,Podzolic,48.59542084,124.4204025,,,,,Bm2,-50,-50,0,SIL,2,0,0,IDF,F,,,,1.19,50,1.7,0,,0,,,,,,,
1385,SEE BEC FILE,98,273,FHP,Podzolic,48.59511185,124.4210968,,,,,Ln,8,6,2,NA,1,0,2,,,70,8,78,0.11,0,45.06,991,23012,991,23012,1,,,,,
1386,,98,273,FHP,Podzolic,48.59511185,124.4210968,,,,,Fa,6,3,3,NA,1,0,3,,,,,,0.11,0,45.06,1487,,1487,,,,,,,
1387,,98,273,FHP,Podzolic,48.59511185,124.4210968,,,,,Hh,3,0,3,NA,1,0,3,,,,,,0.11,0,38.51,1271,,1271,,,,,,,
1388,,111,273,FHP,Podzolic,48.59511185,124.4210968,,,,,Bf,0,-70,70,SIL,2,70,0,IDF,F,,,,1.17,40,3.92,19263,,19263,,,,,,,
1389,SEE BEC FILE,783,274,R,Regosolic,48.59585953,124.4245987,,,,,Lv,1,0,1,NA,1,0,1,,,85,1,86,0.11,0,25.58,281,8307,281,8307,1,,,,,
1390,,843,274,R,Regosolic,48.59585953,124.4245987,,,,,IILv,-10,-20,10,,2,10,0,IDF,M,,,,0.11,0,25.58,2814,,2814,,,,,,,
1391,,843,274,R,Regosolic,48.59585953,124.4245987,,,,,C,0,-36,36,S,2,36,0,IDF,M,,,,1.1,0,0.92,3643,,3643,,,,,,,
1392,,843,274,R,Regosolic,48.59585953,124.4245987,,,,,IIC,-36,-74,38,S,2,38,0,IDF,M,,,,1.1,60,0.92,1538,,1538,,,,,,,
1393,,843,274,R,Regosolic,48.59585953,124.4245987,,,,,IIIC,-74,-75,1,S,2,1,0,IDF,M,,,,1.1,70,0.92,30,,30,,,,,,,
1394,SEE BEC FILE,458,275,HFP,Podzolic,49.48493576,123.5396805,,,,,Ln,11,9,2,NA,1,0,2,,,94,11,105,0.14,0,43.21,1210,32995,1210,32995,1,,,,,
1395,,458,275,HFP,Podzolic,49.48493576,123.5396805,,,,,Fa,9,2,7,NA,1,0,7,,,,,,0.14,0,43.21,4235,,4235,,,,,,,
1396,,458,275,HFP,Podzolic,49.48493576,123.5396805,,,,,Hh,2,0,2,NA,1,0,2,,,,,,0.14,0,36.65,1026,,1026,,,,,,,
1397,,506,275,HFP,Podzolic,49.48493576,123.5396805,,,,,Ah,0,-10,10,SIL,2,10,0,IDF,C,,,,1.31,1,4.74,6147,,6147,,,,,,,
1398,,506,275,HFP,Podzolic,49.48493576,123.5396805,,,,,Ae,-10,-19,9,SL,2,9,0,CWH,F,,,,1.31,3,4.74,5421,,5421,,,,,,,
1399,,506,275,HFP,Podzolic,49.48493576,123.5396805,,,,,Bf,-19,-94,75,SIL,2,75,0,CWH,F,,,,1.38,15,1.7,14956,,14956,,,,,,,
1400,SEE BEC FILE,457,276,HFP,Podzolic,49.48664856,123.5426941,,,,,Ln,33,28,5,NA,1,0,5,,,52,33,85,0.14,0,43.21,3025,33683,3025,33683,1,,,,,
1401,,457,276,HFP,Podzolic,49.48664856,123.5426941,,,,,Fa,28,8,20,NA,1,0,20,,,,,,0.14,0,43.21,12099,,12099,,,,,,,
1402,,457,276,HFP,Podzolic,49.48664856,123.5426941,,,,,Hh,8,0,8,NA,1,0,8,,,,,,0.14,0,36.65,4105,,4105,,,,,,,
1403,,505,276,HFP,Podzolic,49.48664856,123.5426941,,,,,Ah,0,-3,3,SIL,2,3,0,CWH,F,,,,1.31,0,4.74,1863,,1863,,,,,,,
1404,,505,276,HFP,Podzolic,49.48664856,123.5426941,,,,,Ae,-3,-9,6,L,2,6,0,CWH,F,,,,1.31,3,4.74,3614,,3614,,,,,,,
1405,,505,276,HFP,Podzolic,49.48664856,123.5426941,,,,,Bfc,-9,-52,43,L,2,43,0,CWH,C,,,,1.38,11,1.7,8978,,8978,,,,,,,
1406,,505,276,HFP,Podzolic,49.48664856,123.5426941,,,,,Bf,-52,-52,0,SIL,2,0,0,CWH,C,,,,1.38,5,1.7,0,,0,,,,,,,
1407,SEE BEC FILE,782,277,HFP,Podzolic,48.59918976,124.4311981,,,,,Lv,3,1,2,NA,1,0,2,,,100,3,103,0.14,0,43.21,1210,29138,1210,29138,1,,,,,
1408,,782,277,HFP,Podzolic,48.59918976,124.4311981,,,,,Fz,1,0,1,NA,1,0,1,,,,,,0.14,0,43.21,605,,605,,,,,,,
1409,,842,277,HFP,Podzolic,48.59918976,124.4311981,,,,,Ah,0,-10,10,SI,2,10,0,CWH,M,,,,1.31,0,4.74,6209,,6209,,,,,,,
1410,,842,277,HFP,Podzolic,48.59918976,124.4311981,,,,,?,-10,-100,90,SICL,2,90,0,CWH,Fa,,,,1.38,0,1.7,21114,,21114,,,,,,,
1411,,842,277,HFP,Podzolic,48.59918976,124.4311981,,,,,C,-100,-100,0,SIL,2,0,0,CWH,Fa,,,,0,50,0.55,0,,0,,,,,,,
1412,SEE BEC FILE,596,278,DYB,Brunisolic,50.64319992,122.3899994,,,,,L,8,1,7,NA,1,0,7,,,35,8,43,0.16,0,37.4,4189,5746,4189,5746,1,,,,,
1413,,596,278,DYB,Brunisolic,50.64319992,122.3899994,,,,,F,1,0,1,NA,1,0,1,,,,,,0.16,0,37.4,598,,598,,,,,,,
1414,,646,278,DYB,Brunisolic,50.64319992,122.3899994,,,,,Bm,0,-8,8,S,2,8,0,CWH,Fa,,,,1.45,60,1.2,557,,557,,,,,,,
1415,,646,278,DYB,Brunisolic,50.64319992,122.3899994,,,,,BC1,-30,-8,22,S,2,22,0,CWH,Fa,,,,1.45,85,0.38,182,,182,,,,,,,
1416,,646,278,DYB,Brunisolic,50.64319992,122.3899994,,,,,C,-35,-35,0,S,2,0,0,CWH,C,,,,1.38,85,0.39,0,,0,,,,,,,
1417,,646,278,DYB,Brunisolic,50.64319992,122.3899994,,,,,BC2,-30,-35,5,S,2,5,0,CWH,C,,,,1.45,20,0.38,220,,220,,,,,,,
1418,SEE BEC FILE,410,279,HFP,Podzolic,50.17544937,122.8580017,,,,,Aej,0,-1,1,,2,1,0,CWH,C,50,0,50,1.31,0,4.74,621,4070,621,4070,1,,,,,
1419,,410,279,HFP,Podzolic,50.17544937,122.8580017,,,,,B,-1,-50,49,LS,2,49,0,CWH,C,,,,1.38,70,1.7,3449,,3449,,,,,,,
1420,SEE BEC FILE,239,280,HFP,Podzolic,49.9825592,123.0582962,,,,,Fa,8,6,2,NA,1,0,2,,,60,8,68,0.14,0,43.21,1210,17283,1210,17283,1,,,,,
1421,,239,280,HFP,Podzolic,49.9825592,123.0582962,,,,,Hr,6,0,6,NA,1,0,6,,,,,,0.14,0,36.65,3079,,3079,,,,,,,
1422,,264,280,HFP,Podzolic,49.9825592,123.0582962,,,,,Ae,0,-6,6,L,2,6,0,CWH,C,,,,1.31,10,4.74,3353,,3353,,,,,,,
1423,,264,280,HFP,Podzolic,49.9825592,123.0582962,,,,,Bf,-6,-30,24,L,2,24,0,CWH,C,,,,1.38,15,1.7,4786,,4786,,,,,,,
1424,,264,280,HFP,Podzolic,49.9825592,123.0582962,,,,,Bm,-30,-60,30,,2,30,0,CWH,C,,,,1.19,20,1.7,4855,,4855,,,,,,,
1425,SEE BEC FILE,240,281,R,Regosolic,49.98171997,123.0598984,,,,,Fz,1,0,1,NA,1,0,1,,,50,1,51,0.11,0,25.58,281,8404,281,8404,1,,,,,
1426,,265,281,R,Regosolic,49.98171997,123.0598984,,,,,Bm1,0,-10,10,SL,2,10,0,CWH,F,,,,1.1,40,2.84,1874,,1874,,,,,,,
1427,,265,281,R,Regosolic,49.98171997,123.0598984,,,,,Bm2,-10,-50,40,LS,2,40,0,CWH,F,,,,1.1,50,2.84,6248,,6248,,,,,,,
1428,SEE BEC FILE,266,282,G,Gleysolic,49.98213959,123.0597,,,,,Ohi1,0,-16,16,SIL,2,16,0,CWH,F,50,0,50,0.34,0,35.51,19317,31827,19317,31827,1,,,,,
1429,,266,282,G,Gleysolic,49.98213959,123.0597,,,,,Ohi2,-16,-30,14,SIL,2,14,0,IDF,F,,,,0.34,40,35.51,10142,,10142,,,,,,,
