Row,HORIZON_ID,LOCATION_ID,HORIZON,HZN_ORG_MIN,UPPER_HZN_LIMIT,HZN_THICKNESS,BULK_DENSITY,DB_MEAS_EST,DB_EST_TYPE,CF_CLASS,CF_VOL_PCT,CF_FINAL,ORG_CARB_PCT,CARB_MEAS_EST,CCONTENT,TOTAL_C,CCONTENT_1M,TOTAL_C_1M
216,10010,1899,Bhf,Mineral,0,6,0.87,Estimated,LOOKUP_DB,,5,5,5.08,Measured,2519,,2519,
217,10011,1899,Bf,Mineral,6,28,1.46,Estimated,LOOKUP_DB,,5,5,1.85,Measured,7185,,7185,
218,10012,1899,IIBf,Mineral,34,16,1.46,Estimated,LOOKUP_DB,,10,10,0.76,Measured,1598,,1598,
219,10013,1899,IIIBm,Mineral,50,44,1.19,Estimated,LOOKUP_DB,,40,40,0.33,Measured,1037,,1037,
220,10014,1899,IVBg1,Mineral,94,6,1.57,Estimated,LOOKUP_DB,,NA,0,0.76,Measured,716,,716,
221,10015,1901,H,Organic,-8,8,0.11,Estimated,LOOKUP_DB,,NA,0,53.82,Measured,4736,11784,4736,117.8
222,10016,1901,Ae,Mineral,0,1,0.93,Estimated,LOOKUP_DB,,80,80,3.2,Estimated,60,,60,
223,10017,1901,Bhf,Mineral,1,3,0.86,Estimated,LOOKUP_DB,,80,80,6.61,Measured,341,,341,
224,10018,1901,Bhf1,Mineral,4,16,0.86,Estimated,LOOKUP_DB,,80,80,5.61,Measured,1544,,1544,
225,10019,1901,Bf1,Mineral,20,25,1.17,Estimated,LOOKUP_DB,,80,80,4.02,Measured,2352,,2352,
226,10020,1901,Bf2,Mineral,45,15,1.17,Estimated,LOOKUP_DB,,80,80,2.08,Measured,730,,730,
227,10021,1901,IIBf3,Mineral,60,40,1.17,Estimated,LOOKUP_DB,,80,80,2.16,Measured,2022,,2022,
228,10022,1902,LF,Organic,-10,1,0.11,Estimated,LOOKUP_DB,,NA,0,42.6,Estimated,469,16351,469,163.5
229,10023,1902,H,Organic,-9,9,0.11,Estimated,LOOKUP_DB,,NA,0,53.53,Measured,5299,,5299,
230,10024,1902,Ae,Mineral,0,7,0.93,Estimated,LOOKUP_DB,,NA,0,3.2,Estimated,2083,,2083,
231,10025,1902,Bhf,Mineral,7,21,0.86,Estimated,LOOKUP_DB,,80,80,8.12,Measured,2933,,2933,
232,10026,1902,Bf,Mineral,28,37,1.17,Estimated,LOOKUP_DB,,80,80,3.62,Measured,3134,,3134,
233,10027,1902,IIBf,Mineral,65,35,1.17,Estimated,LOOKUP_DB,,80,80,2.97,Measured,2432,,2432,
234,10028,1903,LF,Organic,-13,2,0.11,Estimated,LOOKUP_DB,,NA,0,42.6,Estimated,937,47133,937,471.3
235,10029,1903,H,Organic,-11,11,0.11,Estimated,LOOKUP_DB,,NA,0,30.44,Measured,3683,,3683,
236,10030,1903,Bhf,Mineral,0,9,0.86,Estimated,LOOKUP_DB,,15,15,12.88,Measured,8474,,8474,
237,10031,1903,IIBf,Mineral,9,21,1.17,Estimated,LOOKUP_DB,,80,80,1.68,Measured,826,,826,
238,10032,1903,IIIBhf,Mineral,30,20,0.86,Estimated,LOOKUP_DB,,NA,0,14.08,Measured,24218,,24218,
239,10033,1903,IVBm,Mineral,50,14,0.86,Estimated,LOOKUP_DB,,50,50,0.76,Measured,458,,458,
240,10034,1903,VBhf,Mineral,64,7,0.86,Estimated,LOOKUP_DB,,NA,0,13.54,Measured,8151,,8151,
241,10035,1903,VIBhf,Mineral,71,29,0.86,Estimated,LOOKUP_DB,,95,95,3.1,Measured,387,,387,
242,10036,1904,LF,Organic,-1,1,0.14,Estimated,LOOKUP_DB,,NA,0,39.5,Estimated,553,8782,553,87.8
243,10037,1904,Ah,Mineral,0,3,1.31,Estimated,LOOKUP_DB,,NA,0,9.1,Estimated,3576,,3576,
244,10038,1904,Bf,Mineral,3,13,1.46,Estimated,LOOKUP_DB,,65,65,3.22,Measured,2139,,2139,
245,10039,1904,IIBf1,Mineral,16,30,1.46,Estimated,LOOKUP_DB,,65,65,0.65,Measured,996,,996,
246,10040,1904,IIBf2,Mineral,46,54,1.46,Estimated,LOOKUP_DB,,65,65,0.55,Measured,1518,,1518,
247,12679,2365,LF,Organic,-4,4,0.14,Estimated,LOOKUP_DB,,NA,0,30.6,Measured,1714,28353,1714,283.5
248,12680,2365,Ah,Mineral,0,6,1.31,Estimated,LOOKUP_DB,,NA,0,13.9,Measured,10925,,10925,
249,12681,2365,Bf1,Mineral,6,9,1.46,Estimated,LOOKUP_DB,,NA,0,1.9,Measured,2497,,2497,
250,12682,2365,Bf2,Mineral,15,35,1.46,Estimated,LOOKUP_DB,,NA,0,1.3,Measured,6643,,6643,
251,12683,2365,Bf3,Mineral,50,25,1.46,Estimated,LOOKUP_DB,,NA,0,1.1,Measured,4015,,4015,
252,12684,2365,Bgj,Mineral,75,15,1.57,Estimated,LOOKUP_DB,,NA,0,0.9,Measured,2120,,2120,
253,12685,2365,BCg,Mineral,90,10,1.57,Estimated,LOOKUP_DB,,30,30,0.4,Measured,440,,440,
254,12693,2368,LF,Organic,-1,1,0.16,Estimated,LOOKUP_DB,,NA,0,31.3,Measured,501,9767,501,97.7
255,12694,2368,Ah,Mineral,0,2,1.07,Estimated,LOOKUP_DB,,5,5,8,Measured,1626,,1626,
256,12695,2368,Bm1,Mineral,2,23,1.45,Estimated,LOOKUP_DB,,30,30,1.6,Measured,3735,,3735,
257,12696,2368,Bm2,Mineral,25,15,1.45,Estimated,LOOKUP_DB,,30,30,2,Measured,3045,,3045,
258,12697,2368,Bm3,Mineral,40,10,1.45,Estimated,LOOKUP_DB,,50,50,0.5,Measured,363,,363,
259,12698,2368,C1,Mineral,50,30,1.38,Estimated,LOOKUP_DB,,60,60,0.2,Measured,331,,331,
260,12699,2368,C2,Mineral,80,10,1.38,Estimated,LOOKUP_DB,,60,60,0.2,Measured,110,,110,
261,12700,2368,C3,Mineral,90,10,1.38,Estimated,LOOKUP_DB,,60,60,0.1,Measured,55,,55,
262,12712,2372,LF,Organic,-3,3,0.16,Estimated,LOOKUP_DB,,NA,0,36.2,Measured,1738,14251,1738,142.5
263,12713,2372,Ah,Mineral,0,11,1.07,Estimated,LOOKUP_DB,,20,20,7.1,Measured,6685,,6685,
264,12714,2372,Bm1,Mineral,11,19,1.62,Estimated,LOOKUP_DB,,25,25,1.5,Measured,3463,,3463,
265,12715,2372,Bm2,Mineral,30,20,1.62,Estimated,LOOKUP_DB,,60,60,1.3,Measured,1685,,1685,
266,12716,2372,CB,Mineral,50,30,1.62,Estimated,LOOKUP_DB,,90,90,1.4,Estimated,680,,680,
267,12717,2372,Rock,Mineral,80,20,NA,NA,NA,,NA,,NA,NA,NA,,NA,
268,12732,2379,LFH,Organic,-4,4,0.15,Estimated,LOOKUP_DB,,NA,0,29.6,Measured,1776,15711,1776,157.1
269,12733,2379,Bm1,Mineral,0,20,1.51,Estimated,LOOKUP_DB,,10,10,2.3,Measured,6251,,6251,
270,12734,2379,Bm2,Mineral,20,9,1.51,Estimated,LOOKUP_DB,,5,5,1.3,Measured,1678,,1678,
271,12735,2379,IIAegj,Mineral,29,8,1.25,Estimated,LOOKUP_DB,,2.5,2.5,0.6,Measured,585,,585,
272,12736,2379,IIBtg,Mineral,37,28,1.51,Estimated,LOOKUP_DB,,NA,0,0.7,Measured,2960,,2960,
273,12737,2379,IICBg,Mineral,65,15,1.51,Estimated,LOOKUP_DB,,NA,0,0.5,Measured,1133,,1133,
274,12738,2379,IICg1,Mineral,80,20,1.66,Estimated,LOOKUP_DB,,NA,0,0.4,Measured,1328,,1328,
275,12751,2383,LF,Organic,-3,3,0.16,Estimated,LOOKUP_DB,,NA,0,41.9,Measured,2011,10217,2011,102.2
276,12752,2383,Ah,Mineral,0,4,1.07,Estimated,LOOKUP_DB,,50,50,6.2,Measured,1327,,1327,
277,12753,2383,Bf,Mineral,4,8,1.03,Estimated,LOOKUP_DB,,40,40,1.9,Measured,939,,939,
278,12754,2383,Bm1,Mineral,12,38,1.45,Estimated,LOOKUP_DB,,40,40,1.2,Measured,3967,,3967,
279,12755,2383,Bm2,Mineral,50,10,1.45,Estimated,LOOKUP_DB,,30,30,0.6,Measured,609,,609,
280,12756,2383,IIBCgj,Mineral,60,5,1.45,Estimated,LOOKUP_DB,,15,15,0.5,Estimated,308,,308,
281,12757,2383,IICg,Mineral,65,15,1.38,Estimated,LOOKUP_DB,,30,30,0.3,Estimated,435,,435,
282,12758,2383,IICcg,Mineral,80,20,1.38,Estimated,LOOKUP_DB,,25,25,0.3,Estimated,621,,621,
377,15539,2888,LFH,Organic,-15,15,0.11,Estimated,LOOKUP_DB,,NA,0,29.6,Measured,4884,43175,4884,431.7
378,15540,2888,Ah,Mineral,0,20,0.93,Estimated,LOOKUP_DB,,27.5,27.5,7.3,Measured,9844,,9844,
379,15541,2888,Bh,Mineral,20,23,0.86,Estimated,LOOKUP_DB,,37,37,8.8,Measured,10966,,10966,
380,15542,2888,C,Mineral,43,57,1.74,Estimated,LOOKUP_DB,,29.5,29.5,2.5,Measured,17480,,17480,
381,15543,2889,LFH,Organic,-8,8,0.14,Estimated,LOOKUP_DB,,NA,0,52.4,Measured,5869,57577,5869,575.8
382,15544,2889,Ah,Mineral,0,15,1.31,Estimated,LOOKUP_DB,,37,37,6,Measured,7428,,7428,
383,15545,2889,Bf1,Mineral,15,25,1.38,Estimated,LOOKUP_DB,,34.5,34.5,4.4,Measured,9943,,9943,
384,15546,2889,Bf2,Mineral,40,31,1.38,Estimated,LOOKUP_DB,,39,39,4,Measured,10438,,10438,
385,15547,2889,Bf3,Mineral,71,18,1.38,Estimated,LOOKUP_DB,,37.5,37.5,7.1,Measured,11023,,11023,
386,15548,2889,Bf4,Mineral,89,11,1.38,Estimated,LOOKUP_DB,,41.5,41.5,14.5,Measured,12876,,12876,
387,15549,2890,LFH,Organic,-30,30,0.11,Estimated,LOOKUP_DB,,NA,0,44.3,Measured,14619,41935,14619,419.3
388,15550,2890,Ae,Mineral,0,20,0.93,Estimated,LOOKUP_DB,,18.5,18.5,1.5,Measured,2274,,2274,
389,15551,2890,Bhf1,Mineral,20,26,0.86,Estimated,LOOKUP_DB,,23,23,5.1,Measured,8781,,8781,
390,15552,2890,Bhf2,Mineral,46,54,0.86,Estimated,LOOKUP_DB,,25.5,25.5,4.7,Measured,16261,,16261,
391,15553,2891,LFH,Organic,-35,35,0.11,Estimated,LOOKUP_DB,,NA,0,44.2,Measured,17017,70536,17017,705.4
392,15554,2891,Ae,Mineral,0,10,0.93,Estimated,LOOKUP_DB,,18.5,18.5,4.8,Measured,3638,,3638,
393,15555,2891,Bh,Mineral,10,23,0.86,Estimated,LOOKUP_DB,,29,29,10,Measured,14044,,14044,
394,15556,2891,BC,Mineral,33,67,1.71,Estimated,LOOKUP_DB,,32,32,4.6,Measured,35837,,35837,
395,15557,2892,LFH,Organic,-8,8,0.14,Estimated,LOOKUP_DB,,NA,0,35.4,Measured,3965,52744,3965,527.4
396,15558,2892,Ah,Mineral,0,8,1.31,Estimated,LOOKUP_DB,,29,29,23.9,Measured,17784,,17784,
397,15559,2892,Bhf1,Mineral,8,12,0.87,Estimated,LOOKUP_DB,,25.5,25.5,12.7,Measured,9878,,9878,
398,15560,2892,Bhf2,Mineral,20,17,0.87,Estimated,LOOKUP_DB,,14.5,14.5,16.7,Measured,21118,,21118,
399,15561,2892,Rock,Mineral,37,63,NA,NA,NA,,NA,,NA,NA,NA,,NA,
400,15562,2893,LFH,Organic,-10,10,0.11,Estimated,LOOKUP_DB,,NA,0,17.4,Measured,1914,22404,1914,224.0
401,15563,2893,Ae,Mineral,0,12,0.93,Estimated,LOOKUP_DB,,16,16,3.7,Measured,3469,,3469,
402,15564,2893,Bh,Mineral,12,31,0.86,Estimated,LOOKUP_DB,,12.5,12.5,4,Measured,9331,,9331,
403,15565,2893,Bf,Mineral,43,21,1.17,Estimated,LOOKUP_DB,,16.5,16.5,1.9,Measured,3898,,3898,
404,15566,2893,C,Mineral,64,36,1.74,Estimated,LOOKUP_DB,,13.5,13.5,0.7,Measured,3793,,3793,
405,15567,2894,LFH,Organic,-10,10,0.11,Estimated,LOOKUP_DB,,NA,0,22,Measured,2420,22746,2420,227.5
406,15568,2894,Ae,Mineral,0,8,0.93,Estimated,LOOKUP_DB,,16.5,16.5,2.8,Measured,1739,,1739,
407,15569,2894,Bh,Mineral,8,5,0.86,Estimated,LOOKUP_DB,,29,29,7.7,Measured,2351,,2351,
408,15570,2894,C,Mineral,13,87,1.74,Estimated,LOOKUP_DB,,28.5,28.5,1.5,Measured,16236,,16236,
409,15571,2895,LFH,Organic,-18,18,0.11,Estimated,LOOKUP_DB,,NA,0,16.5,Measured,3267,54622,3267,546.2
410,15572,2895,Bh1,Mineral,0,25,0.86,Estimated,LOOKUP_DB,,33.5,33.5,14.1,Measured,20159,,20159,
411,15573,2895,Bh2,Mineral,25,21,0.86,Estimated,LOOKUP_DB,,3.5,3.5,17.9,Measured,31196,,31196,
412,15574,2895,Rock,Mineral,46,54,NA,NA,NA,,NA,,NA,NA,NA,,NA,
413,15575,2896,LFH,Organic,-23,23,0.11,Estimated,LOOKUP_DB,,NA,0,44.8,Measured,11334,59571,11334,595.7
414,15576,2896,Ae,Mineral,0,8,0.93,Estimated,LOOKUP_DB,,18.5,18.5,7.5,Measured,4548,,4548,
415,15577,2896,Bh,Mineral,8,15,0.86,Estimated,LOOKUP_DB,,17,17,14.3,Measured,15311,,15311,
416,15578,2896,Bhf1,Mineral,23,15,0.86,Estimated,LOOKUP_DB,,11.5,11.5,10.9,Measured,12444,,12444,
417,15579,2896,Bhf2,Mineral,38,10,0.86,Estimated,LOOKUP_DB,,3.5,3.5,19.2,Measured,15934,,15934,
418,15580,2896,Rock,Mineral,48,52,NA,NA,NA,,NA,,NA,NA,NA,,NA,
419,15581,2897,LFH,Organic,-30,30,0.14,Estimated,LOOKUP_DB,,NA,0,45,Measured,18900,53820,18900,538.2
420,15582,2897,Bf,Mineral,0,18,1.46,Estimated,LOOKUP_DB,,31,31,4.3,Measured,7797,,7797,
421,15583,2897,BC,Mineral,18,46,1.19,Estimated,LOOKUP_DB,,43,43,4.1,Measured,12793,,12793,
422,15584,2897,C,Mineral,64,36,1.63,Estimated,LOOKUP_DB,,44.5,44.5,4.4,Measured,14330,,14330,
423,15585,2898,LFH,Organic,-10,10,0.11,Estimated,LOOKUP_DB,,NA,0,31.2,Estimated,3432,61114,3432,611.1
424,15586,2898,Ah1,Mineral,0,8,0.93,Estimated,LOOKUP_DB,,23.5,23.5,14.7,Measured,8367,,8367,
425,15587,2898,Ah2,Mineral,8,10,0.93,Estimated,LOOKUP_DB,,17,17,11.6,Measured,8954,,8954,
426,15588,2898,Bh,Mineral,18,30,0.86,Estimated,LOOKUP_DB,,28,28,8.7,Measured,16161,,16161,
427,15589,2898,Bhf,Mineral,48,18,0.86,Estimated,LOOKUP_DB,,23.5,23.5,6.7,Measured,7934,,7934,
428,15590,2898,Bf,Mineral,66,34,1.17,Estimated,LOOKUP_DB,,13,13,4.7,Measured,16266,,16266,
429,15591,2899,LFH,Organic,-13,13,0.14,Estimated,LOOKUP_DB,,NA,0,29.8,Measured,5424,62541,5424,625.4
430,15592,2899,Ah,Mineral,0,18,1.31,Estimated,LOOKUP_DB,,8.5,8.5,6,Measured,12945,,12945,
431,15593,2899,Bf1,Mineral,18,23,1.38,Estimated,LOOKUP_DB,,11.5,11.5,4.6,Measured,12921,,12921,
432,15594,2899,Bf2,Mineral,41,17,1.38,Estimated,LOOKUP_DB,,0.5,0.5,5.5,Measured,12838,,12838,
433,15595,2899,C,Mineral,58,42,1.63,Estimated,LOOKUP_DB,,18.5,18.5,3.3,Measured,18412,,18412,
434,15596,2900,LFH,Organic,-38,38,0.11,Estimated,LOOKUP_DB,,NA,0,43.4,Measured,18141,58024,18141,580.2
435,15597,2900,Ae,Mineral,0,15,0.93,Estimated,LOOKUP_DB,,17.5,17.5,4.5,Measured,5179,,5179,
436,15598,2900,Bhf1,Mineral,15,20,0.86,Estimated,LOOKUP_DB,,15,15,7.1,Measured,10380,,10380,
437,15599,2900,Bhf2,Mineral,35,26,0.86,Estimated,LOOKUP_DB,,26.5,26.5,14.8,Measured,24323,,24323,
438,15600,2900,Rock,Mineral,61,39,NA,NA,NA,,NA,,NA,NA,NA,,NA,
439,15601,2901,LFH,Organic,-18,18,0.11,Estimated,LOOKUP_DB,,NA,0,36.3,Measured,7187,88480,7187,884.8
440,15602,2901,Ah,Mineral,0,15,0.93,Estimated,LOOKUP_DB,,21.5,21.5,20.5,Measured,22449,,22449,
441,15603,2901,Bh,Mineral,15,26,0.86,Estimated,LOOKUP_DB,,28.5,28.5,11.8,Measured,18865,,18865,
442,15604,2901,Bf,Mineral,41,59,1.17,Estimated,LOOKUP_DB,,28.5,28.5,8.1,Measured,39979,,39979,
443,15605,2902,LFH,Organic,-10,10,0.11,Estimated,LOOKUP_DB,,NA,0,30.7,Measured,3377,76676,3377,766.8
444,15606,2902,Ah,Mineral,0,15,0.93,Estimated,LOOKUP_DB,,24.5,24.5,10.1,Measured,10638,,10638,
445,15607,2902,Bh,Mineral,15,17,0.86,Estimated,LOOKUP_DB,,28.5,28.5,8.6,Measured,8990,,8990,
446,15608,2902,Bhf1,Mineral,32,16,0.86,Estimated,LOOKUP_DB,,24,24,8.2,Measured,8575,,8575,
447,15609,2902,Bhf2,Mineral,48,16,0.86,Estimated,LOOKUP_DB,,28.5,28.5,8.4,Measured,8264,,8264,
448,15610,2902,C,Mineral,64,36,1.74,Estimated,LOOKUP_DB,,30,30,8.4,Measured,36832,,36832,
449,15611,2903,LFH,Organic,-10,10,0.14,Estimated,LOOKUP_DB,,NA,0,23,Measured,3220,47167,3220,471.7
450,15612,2903,Ah,Mineral,0,13,1.31,Estimated,LOOKUP_DB,,33,33,8.6,Measured,9813,,9813,
451,15613,2903,Bf1,Mineral,13,17,1.38,Estimated,LOOKUP_DB,,30.5,30.5,4.7,Measured,7663,,7663,
452,15614,2903,Bf2,Mineral,30,41,1.38,Estimated,LOOKUP_DB,,27,27,2.7,Measured,11152,,11152,
453,15615,2903,Bhf,Mineral,71,29,0.87,Estimated,LOOKUP_DB,,31,31,8.8,Measured,15320,,15320,
454,15616,2904,LFH,Organic,-28,28,0.11,Estimated,LOOKUP_DB,,NA,0,47.9,Measured,14753,62944,14753,629.4
455,15617,2904,Ae,Mineral,0,5,0.93,Estimated,LOOKUP_DB,,15,15,5.9,Measured,2332,,2332,
456,15618,2904,Bh,Mineral,5,10,0.86,Estimated,LOOKUP_DB,,26,26,7.8,Measured,4964,,4964,
457,15619,2904,Bhf1,Mineral,15,26,0.86,Estimated,LOOKUP_DB,,28,28,5.1,Measured,8211,,8211,
458,15620,2904,Bhf2,Mineral,41,23,0.86,Estimated,LOOKUP_DB,,27.5,27.5,6.4,Measured,9178,,9178,
459,15621,2904,Bhf3,Mineral,64,15,0.86,Estimated,LOOKUP_DB,,21.5,21.5,7.5,Measured,7595,,7595,
460,15622,2904,C,Mineral,79,15,1.74,Estimated,LOOKUP_DB,,31.5,31.5,8.9,Measured,15912,,15912,
461,15623,2904,Rock,Mineral,94,6,NA,NA,NA,,NA,,NA,NA,NA,,NA,
462,15624,2905,LFH,Organic,-15,15,0.14,Estimated,LOOKUP_DB,,NA,0,43.4,Measured,9114,35913,9114,359.1
463,15625,2905,Ah,Mineral,0,10,1.31,Estimated,LOOKUP_DB,,25.5,25.5,4.3,Measured,4197,,4197,
464,15626,2905,Bf1,Mineral,10,13,1.38,Estimated,LOOKUP_DB,,25,25,2.4,Measured,3229,,3229,
465,15627,2905,Bf2,Mineral,23,20,1.38,Estimated,LOOKUP_DB,,32,32,2.2,Measured,4129,,4129,
466,15628,2905,Bf3,Mineral,43,10,1.38,Estimated,LOOKUP_DB,,36,36,4.7,Measured,4151,,4151,
467,15629,2905,Bhf,Mineral,53,23,0.87,Estimated,LOOKUP_DB,,37,37,8.8,Measured,11094,,11094,
468,15630,2905,Rock,Mineral,76,24,NA,NA,NA,,NA,,NA,NA,NA,,NA,
469,15631,2907,LFH,Organic,-13,13,0.11,Estimated,LOOKUP_DB,,NA,0,32.4,Measured,4633,43262,4633,432.6
470,15632,2907,Bh1,Mineral,0,30,0.86,Estimated,LOOKUP_DB,,35,35,15.2,Measured,25490,,25490,
471,15633,2907,Bh2,Mineral,30,16,0.86,Estimated,LOOKUP_DB,,23,23,12.4,Measured,13138,,13138,
472,15634,2907,Rock,Mineral,46,54,NA,NA,NA,,NA,,NA,NA,NA,,NA,
473,15635,2908,Ah,Mineral,0,23,1.31,Estimated,LOOKUP_DB,,39,39,7,Measured,12866,39455,12866,394.5
474,15636,2908,Bhf,Mineral,23,15,0.87,Estimated,LOOKUP_DB,,30.5,30.5,7.3,Measured,6621,,6621,
475,15637,2908,Bf1,Mineral,38,15,1.38,Estimated,LOOKUP_DB,,31,31,2.9,Measured,4142,,4142,
476,15638,2908,Bf2,Mineral,53,26,1.38,Estimated,LOOKUP_DB,,34,34,3.8,Estimated,8999,,8999,
477,15639,2908,Bf3,Mineral,79,21,1.38,Estimated,LOOKUP_DB,,38,38,3.8,Measured,6828,,6828,
478,15640,2909,LFH,Organic,-33,33,0.14,Estimated,LOOKUP_DB,,NA,0,32.1,Measured,14830,37948,14830,379.5
479,15641,2909,Ah,Mineral,0,13,1.31,Estimated,LOOKUP_DB,,31,31,7,Measured,8225,,8225,
480,15642,2909,Bf,Mineral,13,33,1.38,Estimated,LOOKUP_DB,,33,33,2.7,Measured,8238,,8238,
481,15643,2909,BC,Mineral,46,18,1.38,Estimated,LOOKUP_DB,,26,26,0.9,Measured,1654,,1654,
482,15644,2909,C,Mineral,64,36,1.63,Estimated,LOOKUP_DB,,29,29,1.2,Measured,5000,,5000,
483,15645,2910,LFH,Organic,-35,35,0.11,Estimated,LOOKUP_DB,,NA,0,46.3,Measured,17826,50246,17826,502.5
484,15646,2910,Ae,Mineral,0,10,0.93,Estimated,LOOKUP_DB,,9,9,2.9,Measured,2454,,2454,
485,15647,2910,Bh,Mineral,10,3,0.86,Estimated,LOOKUP_DB,,15.5,15.5,11.3,Measured,2464,,2464,
486,15648,2910,Bhf,Mineral,13,7,0.86,Estimated,LOOKUP_DB,,21,21,5.7,Measured,2711,,2711,
487,15649,2910,C,Mineral,20,80,1.74,Estimated,LOOKUP_DB,,31.5,31.5,2.6,Measured,24792,,24792,
488,15650,2911,LFH,Organic,-5,5,0.11,Estimated,LOOKUP_DB,,NA,0,15.8,Measured,869,45073,869,450.7
489,15651,2911,Bh,Mineral,0,15,0.86,Estimated,LOOKUP_DB,,42,42,6.1,Measured,4564,,4564,
490,15652,2911,Bf,Mineral,15,17,1.17,Estimated,LOOKUP_DB,,44,44,2.9,Measured,3230,,3230,
491,15653,2911,Bhf,Mineral,32,37,0.86,Estimated,LOOKUP_DB,,42.5,42.5,19.9,Measured,36410,,36410,
492,15654,2911,Rock,Mineral,69,31,NA,NA,NA,,NA,,NA,NA,NA,,NA,
493,15655,2912,LFH,Organic,-8,8,0.14,Estimated,LOOKUP_DB,,NA,0,14.4,Measured,1613,36951,1613,369.5
494,15656,2912,Bf1,Mineral,0,15,1.46,Estimated,LOOKUP_DB,,26,26,5.6,Measured,9075,,9075,
495,15657,2912,Bf2,Mineral,15,15,1.46,Estimated,LOOKUP_DB,,27.5,27.5,7.5,Measured,11908,,11908,
496,15658,2912,Bhf1,Mineral,30,11,0.87,Estimated,LOOKUP_DB,,24,24,10,Measured,7273,,7273,
497,15659,2912,Bhf2,Mineral,41,12,0.87,Estimated,LOOKUP_DB,,33.5,33.5,10.2,Measured,7081,,7081,
498,15660,2912,Rock,Mineral,53,47,NA,NA,NA,,NA,,NA,NA,NA,,NA,
499,15661,2913,LFH,Organic,-13,13,0.11,Estimated,LOOKUP_DB,,NA,0,21.2,Measured,3032,56303,3032,563.0
500,15662,2913,Bh1,Mineral,0,8,0.86,Estimated,LOOKUP_DB,,12,12,16,Measured,9687,,9687,
501,15663,2913,Bh2,Mineral,8,15,0.86,Estimated,LOOKUP_DB,,29.5,29.5,9.6,Measured,8731,,8731,
502,15664,2913,Bhf1,Mineral,23,23,0.86,Estimated,LOOKUP_DB,,23.5,23.5,7.4,Measured,11197,,11197,
503,15665,2913,Bhf2,Mineral,46,33,0.86,Estimated,LOOKUP_DB,,26,26,7.8,Measured,16381,,16381,
504,15666,2913,Bf,Mineral,79,21,1.17,Estimated,LOOKUP_DB,,29.5,29.5,4.2,Measured,7275,,7275,
505,15667,2914,Ah,Mineral,0,8,1.31,Estimated,LOOKUP_DB,,20,20,10.7,Measured,8971,37471,8971,374.7
506,15668,2914,Bhf,Mineral,8,7,0.87,Estimated,LOOKUP_DB,,12,12,5.5,Measured,2948,,2948,
507,15669,2914,Bf,Mineral,15,22,1.38,Estimated,LOOKUP_DB,,11.5,11.5,4.3,Measured,11553,,11553,
508,15670,2914,IC,Mineral,37,9,1.63,Estimated,LOOKUP_DB,,24,24,2,Measured,2230,,2230,
509,15671,2914,IIBf,Mineral,46,33,1.38,Estimated,LOOKUP_DB,,7,7,2.1,Measured,8894,,8894,
510,15672,2914,IIC,Mineral,79,21,1.63,Estimated,LOOKUP_DB,,40,40,1.4,Measured,2875,,2875,
511,15673,2915,LFH,Organic,-8,8,0.11,Estimated,LOOKUP_DB,,NA,0,18.7,Measured,1646,52478,1646,524.8
512,15674,2915,Ah,Mineral,0,28,0.93,Estimated,LOOKUP_DB,,36.5,36.5,12.6,Measured,20835,,20835,
513,15675,2915,Bf1,Mineral,28,33,1.17,Estimated,LOOKUP_DB,,31.5,31.5,4.2,Measured,11108,,11108,
514,15676,2915,Bf2,Mineral,61,18,1.17,Estimated,LOOKUP_DB,,32.5,32.5,5.6,Measured,7961,,7961,
515,15677,2915,Bhf,Mineral,79,21,0.86,Estimated,LOOKUP_DB,,33.5,33.5,9.1,Measured,10929,,10929,
516,15678,2916,Ah,Mineral,0,10,0.93,Estimated,LOOKUP_DB,,35,35,13.3,Measured,8040,50139,8040,501.4
517,15679,2916,Bf,Mineral,10,18,1.17,Estimated,LOOKUP_DB,,32.5,32.5,7.3,Measured,10377,,10377,
518,15680,2916,Bhf1,Mineral,28,20,0.86,Estimated,LOOKUP_DB,,20.5,20.5,7.7,Measured,10529,,10529,
519,15681,2916,Bhf2,Mineral,48,36,0.86,Estimated,LOOKUP_DB,,29.5,29.5,6.8,Measured,14842,,14842,
520,15682,2916,Bhf3,Mineral,84,16,0.86,Estimated,LOOKUP_DB,,29,29,6.5,Measured,6350,,6350,
521,15683,2917,Ah,Mineral,0,10,0.93,Estimated,LOOKUP_DB,,NA,0,7.5,Measured,6975,32582,6975,325.8
522,15684,2917,Bf1,Mineral,10,18,1.17,Estimated,LOOKUP_DB,,3,3,3.6,Measured,7354,,7354,
523,15685,2917,Bh,Mineral,28,15,0.86,Estimated,LOOKUP_DB,,NA,0,4.6,Measured,5934,,5934,
524,15686,2917,Bf2,Mineral,43,13,1.17,Estimated,LOOKUP_DB,,2,2,1.3,Measured,1938,,1938,
525,15687,2917,BC,Mineral,56,8,1.71,Estimated,LOOKUP_DB,,16.5,16.5,1.2,Measured,1371,,1371,
526,15688,2917,C,Mineral,64,36,1.74,Estimated,LOOKUP_DB,,31.5,31.5,2.1,Measured,9011,,9011,
527,15689,2918,LFH,Organic,-15,15,0.11,Estimated,LOOKUP_DB,,NA,0,17,Measured,2805,9941,2805,99.4
528,15690,2918,Bf,Mineral,0,13,1.17,Estimated,LOOKUP_DB,,18,18,4.7,Measured,5862,,5862,
529,15691,2918,C,Mineral,13,10,1.74,Estimated,LOOKUP_DB,,39,39,1.2,Measured,1274,,1274,
